lat;lon;speed;accel_lon;accel_trans;accel_down;ts
57.719093599;11.956574593;0.1759534;0.2086226;-0.1810015;-0.3643738;1646666871906182
57.719093709;11.956574342;0.1730472;0.1741829;-0.1943945;-0.3825232;1646666872006253
57.719093817;11.956574095;0.1726307;0.3544079;-0.1596046;-0.451891;1646666872106163
57.719093926;11.956573848;0.1713051;0.1989118;-0.03858879;-0.2726298;1646666872206223
57.719094021;11.956573619;0.1682696;-0.08692046;0.1728989;0.2201118;1646666872306178
57.719094108;11.956573401;0.1662101;-0.2022377;0.2223201;0.2811827;1646666872406181
57.719094195;11.956573186;0.1640453;-0.1636898;0.1071465;0.1913015;1646666872506282
57.719094281;11.956572973;0.1623133;-0.1174443;0.07639363;0.1693028;1646666872606219
57.719094367;11.956572763;0.161168;-0.1261206;0.0478686;0.1605715;1646666872706219
57.719094452;11.956572555;0.1583646;-0.1050003;-0.02471264;0.1134874;1646666872806260
57.719094537;11.956572351;0.1572968;-0.05089574;-0.06542528;-0.01315102;1646666872906207
57.719094621;11.956572149;0.1552638;0.02472777;-0.0467222;-0.0737813;1646666873006267
57.719094705;11.95657195;0.15369;0.09271983;-0.0333236;-0.08418356;1646666873106219
57.719094788;11.956571753;0.1522772;0.04653101;-0.003328965;-0.05840028;1646666873206284
57.719094863;11.956571593;0.1470882;0.02101945;-0.005280071;-0.04641697;1646666873306213
57.719094933;11.956571458;0.1451747;0.0772808;0.009290534;-0.03116366;1646666873406228
57.719095004;11.956571321;0.1459057;0.01091207;0.02835899;0.02960443;1646666873506237
57.719095074;11.956571184;0.144739;-0.02201119;0.04320666;0.03761235;1646666873606284
57.719095141;11.956571066;0.1083382;-0.4707072;0.03777839;0.2878923;1646666873706247
57.719095194;11.956571025;0.05603489;-0.6733167;0.05318335;0.3098407;1646666873806294
57.719095229;11.956571081;0.02803761;-0.8416641;-0.05465654;-0.07020137;1646666873906222
57.719095238;11.956571275;0.1206922;-0.8236835;-0.0288177;-0.265079;1646666874006238
57.719095217;11.956571627;0.2112595;-0.8063766;0.1259546;-0.2160175;1646666874106200
