sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration
1663764791;199396;1663764791;199419;1663764791;199346;-2.38;-1.0455;9.7155
1663764791;399715;1663764791;399740;1663764791;399666;-2.754;-1.1815;10.1235
1663764791;599755;1663764791;599779;1663764791;599701;-2.0145;-0.8925;9.3755
1663764791;799376;1663764791;799400;1663764791;799325;-1.768;-0.8075;9.3245
1663764791;999711;1663764791;999734;1663764791;999659;-2.38;-1.139;9.8345
1663764792;199779;1663764792;199803;1663764792;199728;-2.516;-1.258;9.7495
1663764792;399412;1663764792;399436;1663764792;399362;-2.346;-1.564;9.5625
1663764792;599753;1663764792;599777;1663764792;599703;-2.0145;-1.156;9.3925
1663764792;799847;1663764792;799871;1663764792;799798;-1.836;-0.9435;9.809
1663764792;999420;1663764792;999445;1663764792;999371;-1.5725;-1.02;9.5965
1663764793;199757;1663764793;199781;1663764793;199708;-1.5725;-0.918;9.639
1663764793;399598;1663764793;399637;1663764793;399550;-1.4025;-0.8755;9.6305
1663764793;599458;1663764793;599482;1663764793;599409;-1.377;-0.833;9.6985
1663764793;799784;1663764793;799808;1663764793;799729;-1.4025;-0.782;9.5965
1663764793;999874;1663764793;999898;1663764793;999821;-1.2495;-0.833;9.639
1663764794;199460;1663764794;199485;1663764794;199411;-1.2665;-0.5865;9.6645
1663764794;399812;1663764794;399837;1663764794;399755;-1.241;-0.629;9.6305
1663764794;599891;1663764794;599915;1663764794;599838;-1.1815;-0.544;9.6305
1663764794;799504;1663764794;799527;1663764794;799454;-1.0115;-0.7055;9.6305
1663764794;999814;1663764794;999838;1663764794;999764;-0.85;-1.1135;9.6645
1663764795;199906;1663764795;199937;1663764795;199856;-0.5525;-1.173;9.5965
1663764795;399488;1663764795;399512;1663764795;399439;-0.2635;-1.02;9.6305
1663764795;599815;1663764795;599840;1663764795;599766;0.0765;-0.7905;9.6985
1663764795;799924;1663764795;799953;1663764795;799844;0.1615;-0.782;9.7835
1663764795;999513;1663764795;999536;1663764795;999464;0.1785;-0.7905;9.639
1663764796;199847;1663764796;199899;1663764796;199776;0.1275;-0.7395;9.6305
1663764796;399922;1663764796;399951;1663764796;399871;0.1105;-0.782;9.6645
1663764796;599515;1663764796;599539;1663764796;599466;0.0425;-0.8075;9.639
1663764796;799850;1663764796;799874;1663764796;799795;-0.0255;-0.833;9.639
1663764796;999930;1663764796;999956;1663764796;999881;-0.153;-0.8755;9.6305
1663764797;199556;1663764797;199580;1663764797;199508;-0.1105;0.2125;9.7665
1663764797;399894;1663764797;399919;1663764797;399838;-0.0765;0.2125;9.5285
1663764797;599933;1663764797;599957;1663764797;599883;-0.0765;0.1275;9.6135
1663764797;799547;1663764797;799571;1663764797;799499;-0.1275;0.1275;9.6305
1663764797;999887;1663764797;999911;1663764797;999838;-0.0425;0.544;9.486
1663764798;199958;1663764798;199988;1663764798;199901;-0.0595;0.85;9.6645
1663764798;399579;1663764798;399611;1663764798;399529;-0.0595;0.8925;9.6815
1663764798;599885;1663764798;599908;1663764798;599842;-0.0935;1.377;9.6305
1663764798;799970;1663764798;799999;1663764798;799914;-0.1105;1.751;9.6985
1663764798;999570;1663764798;999593;1663764798;999521;-0.0595;2.0485;9.6815
1663764799;199923;1663764799;199947;1663764799;199874;-0.153;2.312;9.6645
1663764799;399739;1663764799;399764;1663764799;399686;-0.1105;2.244;9.6815
1663764799;599595;1663764799;599637;1663764799;599545;-0.1785;2.244;9.6815
1663764799;799934;1663764799;799958;1663764799;799885;-0.0595;2.329;9.6645
1663764799;999982;1663764800;6;1663764799;999937;-0.0085;2.159;9.809
1663764800;199657;1663764800;199687;1663764800;199583;0;2.091;9.6645
1663764800;399959;1663764800;399983;1663764800;399904;-0.1785;1.972;9.6985
1663764800;599777;1663764800;599801;1663764800;599724;-0.1615;1.7;9.5285
1663764800;799658;1663764800;799682;1663764800;799606;-0.0425;1.802;9.6645
1663764800;999972;1663764800;999996;1663764800;999922;-0.0425;1.8955;9.8515
1663764801;200043;1663764801;200067;1663764801;199994;-0.1105;2.0485;9.486
1663764801;399597;1663764801;399631;1663764801;399553;-0.2465;2.023;9.9025
1663764801;599970;1663764801;600000;1663764801;599916;-0.0425;2.006;9.418
1663764801;799826;1663764801;799851;1663764801;799777;-0.0085;1.989;9.724
1663764801;999679;1663764801;999703;1663764801;999616;-0.2805;1.853;9.6815
1663764802;199970;1663764802;199994;1663764802;199927;0.0595;1.173;9.418
1663764802;400055;1663764802;400079;1663764802;400005;-0.1615;0.7225;9.6985
1663764802;599638;1663764802;599662;1663764802;599582;-0.1275;0.3995;9.7835
1663764802;799986;1663764802;800010;1663764802;799942;-0.153;0.1785;9.486
1663764803;82;1663764803;107;1663764803;34;-0.0085;0.0595;9.571
1663764803;199683;1663764803;199707;1663764803;199630;0.0595;0.0255;9.809
1663764803;399997;1663764803;400021;1663764803;399954;0.1275;0.153;9.5965
1663764803;600089;1663764803;600119;1663764803;600039;0.0425;0.2465;9.809
1663764803;799671;1663764803;799696;1663764803;799608;-0.0255;0.306;9.5625
1663764804;26;1663764804;50;1663764803;999978;-0.0425;0.1785;9.5115
1663764804;199888;1663764804;199912;1663764804;199839;0.0425;0.2805;9.8175
1663764804;399711;1663764804;399735;1663764804;399662;0.0425;0.2465;9.571
1663764804;600054;1663764804;600078;1663764804;600005;0;0.2465;9.6815
1663764804;800113;1663764804;800138;1663764804;800063;0.0425;0.3315;9.6645
1663764804;999721;1663764804;999746;1663764804;999665;0.1785;0.1785;9.7495
1663764805;200046;1663764805;200071;1663764805;200002;0.1615;0.2465;9.5965
1663764805;399865;1663764805;399888;1663764805;399820;0.697;0.2635;9.6985
1663764805;599738;1663764805;599762;1663764805;599688;1.666;0.0935;9.7495
1663764805;800067;1663764805;800092;1663764805;800019;2.669;0.0765;9.418
1663764806;146;1663764806;170;1663764806;97;2.992;0.1615;9.724
1663764806;199713;1663764806;199737;1663764806;199667;1.921;0.2805;9.5965
1663764806;400090;1663764806;400114;1663764806;400041;0.8755;0.3315;9.6135
1663764806;599936;1663764806;599966;1663764806;599886;-0.0935;0.0935;9.8345
1663764806;799807;1663764806;799831;1663764806;799759;-1.292;0.391;9.571
1663764807;99;1663764807;123;1663764807;49;-2.0995;0.0255;9.6305
1663764807;199960;1663764807;199985;1663764807;199911;-2.006;0;9.4095
1663764807;399777;1663764807;399802;1663764807;399728;-1.683;0.1785;9.4095
1663764807;600098;1663764807;600123;1663764807;600048;-1.0455;0.0765;9.6645
1663764807;800180;1663764807;800210;1663764807;800130;-0.8075;0.0085;9.6305
1663764807;999785;1663764807;999809;1663764807;999741;-0.6205;-0.0595;9.6985
1663764808;200125;1663764808;200149;1663764808;200077;-0.697;-0.0425;9.9195
1663764808;400201;1663764808;400225;1663764808;400151;-0.5865;0.0425;9.2905
1663764808;599814;1663764808;599838;1663764808;599765;-0.3995;0;9.6815
1663764808;800144;1663764808;800168;1663764808;800095;-0.3995;0.1955;9.3245
1663764808;999993;1663764809;23;1663764808;999948;-0.1275;0.0765;9.639
1663764809;199894;1663764809;199933;1663764809;199817;-0.3145;0.0595;9.6305
1663764809;400162;1663764809;400186;1663764809;400113;-0.2635;0.0595;9.4775
1663764809;600207;1663764809;600236;1663764809;600162;-0.1105;-0.0085;9.724
1663764809;799834;1663764809;799858;1663764809;799785;-0.1105;0.0425;9.5285
1663764810;179;1663764810;217;1663764810;117;-0.0255;0.0595;9.6815
1663764810;200005;1663764810;200029;1663764810;199960;-0.0085;0.0085;9.6645
1663764810;399863;1663764810;399887;1663764810;399807;-0.0425;0;9.6645
1663764810;600199;1663764810;600223;1663764810;600150;0.0255;0.0255;9.571
1663764810;800235;1663764810;800259;1663764810;800191;0.0255;0;9.5115
1663764810;999859;1663764810;999882;1663764810;999810;0.0255;0.0595;9.5965
1663764811;200168;1663764811;200192;1663764811;200125;0.1785;0.0255;9.5455
1663764811;400270;1663764811;400294;1663764811;400221;0.1275;0.0085;9.809
1663764811;599907;1663764811;599931;1663764811;599857;0.3655;0;9.809
1663764811;800199;1663764811;800224;1663764811;800156;0.3995;0;9.6985
1663764812;83;1663764812;107;1663764812;35;0.5015;-0.0255;9.8175
1663764812;199869;1663764812;199906;1663764812;199819;0.4165;0.0255;9.8855
1663764812;400213;1663764812;400237;1663764812;400157;0.3315;-0.0595;9.5455
1663764812;600077;1663764812;600101;1663764812;600028;0.0425;-0.0255;9.7835
1663764812;799936;1663764812;799960;1663764812;799887;0.0255;-0.0935;9.6135
1663764813;231;1663764813;255;1663764813;187;0.0255;-0.1955;9.5115
1663764813;200331;1663764813;200355;1663764813;200282;0.0425;-0.0595;9.571
1663764813;399928;1663764813;399952;1663764813;399880;-0.0085;-0.1615;9.7665
1663764813;600228;1663764813;600252;1663764813;600185;0.0425;-0.1105;9.724
