sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration
1663764199;895500;1663764199;895529;1663764199;895437;0.153;0.0595;9.6815
1663764199;916232;1663764199;916256;1663764199;916182;0.1785;0.0765;9.6305
1663764199;935524;1663764199;935548;1663764199;935475;0.153;0.0595;9.6815
1663764199;956057;1663764199;956084;1663764199;955924;0.0935;0.0425;9.639
1663764199;975519;1663764199;975543;1663764199;975470;0.153;0.0765;9.6815
1663764199;995760;1663764199;995797;1663764199;995702;0.1615;0.0765;9.6305
1663764200;15805;1663764200;15831;1663764200;15747;0.1615;0.0765;9.6645
1663764200;35628;1663764200;35652;1663764200;35578;0.1615;0.0425;9.639
1663764200;56221;1663764200;56251;1663764200;56170;0.1615;0.0765;9.6645
1663764200;75748;1663764200;75788;1663764200;75692;0.1275;0.0595;9.6985
1663764200;95788;1663764200;95815;1663764200;95730;0.153;0.0765;9.6305
1663764200;115596;1663764200;115620;1663764200;115547;0.1955;0.1105;9.6645
1663764200;136077;1663764200;136120;1663764200;135916;0.1785;0.0935;9.6645
1663764200;156442;1663764200;156467;1663764200;156389;0.1615;0.0765;9.6645
1663764200;175506;1663764200;175530;1663764200;175457;0.153;0.0935;9.6815
1663764200;195538;1663764200;195568;1663764200;195467;0.1615;0.0765;9.6645
1663764200;216243;1663764200;216273;1663764200;216192;0.153;0.0765;9.6645
1663764200;235506;1663764200;235530;1663764200;235457;0.1615;0.0935;9.6815
1663764200;256022;1663764200;256060;1663764200;255973;0.1615;0.0935;9.6305
1663764200;275503;1663764200;275526;1663764200;275456;0.1275;0.0425;9.6305
1663764200;295776;1663764200;295811;1663764200;295709;0.1615;0.0595;9.639
1663764200;315810;1663764200;315837;1663764200;315752;0.153;0.0425;9.6645
1663764200;335402;1663764200;335436;1663764200;335352;0.1955;0.0935;9.6645
1663764200;356212;1663764200;356241;1663764200;356165;0.1615;0.0765;9.639
1663764200;375713;1663764200;375748;1663764200;375668;0.1615;0.0765;9.6645
1663764200;395808;1663764200;395836;1663764200;395741;0.153;0.0765;9.6305
1663764200;415580;1663764200;415604;1663764200;415531;0.153;0.0595;9.639
1663764200;436270;1663764200;436300;1663764200;436219;0.1275;0.1105;9.639
1663764200;456448;1663764200;456473;1663764200;456399;0.1275;0.0935;9.6815
1663764200;475525;1663764200;475550;1663764200;475476;0.153;0.0935;9.639
1663764200;495548;1663764200;495579;1663764200;495485;0.1785;0.0935;9.6815
1663764200;516242;1663764200;516272;1663764200;516191;0.1955;0.0595;9.6645
1663764200;535782;1663764200;535813;1663764200;535723;0.1615;0.0935;9.639
1663764200;556067;1663764200;556092;1663764200;556016;0.1615;0.0765;9.6645
1663764200;575545;1663764200;575571;1663764200;575495;0.1955;0.0425;9.6645
1663764200;595771;1663764200;595806;1663764200;595714;0.1785;0.1105;9.6815
1663764200;615824;1663764200;615849;1663764200;615767;0.1615;0.0425;9.6645
1663764200;635630;1663764200;635654;1663764200;635581;0.1615;0.0595;9.6645
1663764200;656188;1663764200;656219;1663764200;656136;0.1615;0.0935;9.6815
1663764200;675758;1663764200;675796;1663764200;675702;0.1615;0.0765;9.639
1663764200;695807;1663764200;695833;1663764200;695746;0.153;0.0595;9.6645
1663764200;715627;1663764200;715651;1663764200;715579;0.1785;0.0765;9.6645
1663764200;735806;1663764200;735834;1663764200;735748;0.153;0.0935;9.6645
1663764200;756498;1663764200;756537;1663764200;756399;0.1275;0.0765;9.6815
1663764200;775504;1663764200;775527;1663764200;775455;0.0765;0.1105;9.6815
1663764200;795526;1663764200;795555;1663764200;795462;0.1615;0.0765;9.6815
1663764200;816257;1663764200;816287;1663764200;816205;0.1105;0.0765;9.6645
1663764200;835784;1663764200;835815;1663764200;835725;0.1785;0.0765;9.639
1663764200;856051;1663764200;856078;1663764200;855911;0.153;0.0595;9.6985
1663764200;875576;1663764200;875606;1663764200;875511;0.1615;0.0765;9.639
1663764200;895790;1663764200;895823;1663764200;895723;0.1105;0.0765;9.6645
1663764200;915822;1663764200;915849;1663764200;915763;0.1955;0.0935;9.6645
1663764200;935606;1663764200;935641;1663764200;935551;0.1615;0.0935;9.6815
1663764200;956232;1663764200;956262;1663764200;956181;0.1105;0.0935;9.6645
1663764200;975771;1663764200;975806;1663764200;975713;0.1275;0.0935;9.6645
1663764200;995809;1663764200;995834;1663764200;995751;0.1785;0.0595;9.6815
1663764201;15567;1663764201;15591;1663764201;15518;0.153;0.0765;9.6645
1663764201;36302;1663764201;36327;1663764201;36248;0.1275;0.0935;9.6985
1663764201;56461;1663764201;56486;1663764201;56405;0.1275;0.0765;9.6815
1663764201;75506;1663764201;75531;1663764201;75457;0.1275;0.0425;9.6815
1663764201;95457;1663764201;95481;1663764201;95409;0.153;0.0595;9.6815
1663764201;116265;1663764201;116289;1663764201;116216;0.1955;0.0935;9.6815
1663764201;135557;1663764201;135581;1663764201;135509;0.1615;0.0765;9.6645
1663764201;155963;1663764201;155987;1663764201;155914;0.1615;0.0595;9.639
1663764201;175558;1663764201;175588;1663764201;175494;0.1615;0.0935;9.6815
1663764201;195770;1663764201;195806;1663764201;195711;0.153;0.0765;9.639
1663764201;215824;1663764201;215849;1663764201;215767;0.153;0.0765;9.639
