sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMURollRate;IMUYawRate
1663764199;896185;1663764199;896208;1663764199;896137;-0.00146484375;0.0146484375
1663764199;916920;1663764199;916941;1663764199;916875;-0.00146484375;0.01806640625
1663764199;936230;1663764199;936253;1663764199;936180;-0.00146484375;0.016357421875
1663764199;956733;1663764199;956755;1663764199;956685;0.00146484375;0.01806640625
1663764199;976202;1663764199;976224;1663764199;976156;-0.000732421875;0.016357421875
1663764199;996454;1663764199;996476;1663764199;996401;0.00244140625;0.01806640625
1663764200;16518;1663764200;16540;1663764200;16461;0.000732421875;0.017333984375
1663764200;36303;1663764200;36326;1663764200;36255;-0.000732421875;0.012939453125
1663764200;56910;1663764200;56933;1663764200;56859;0.00146484375;0.01806640625
1663764200;76439;1663764200;76462;1663764200;76387;0;0.013671875
1663764200;96504;1663764200;96526;1663764200;96447;0.000732421875;0.016357421875
1663764200;116301;1663764200;116324;1663764200;116253;0.000732421875;0.016357421875
1663764200;136720;1663764200;136762;1663764200;136645;0.00146484375;0.02001953125
1663764200;157145;1663764200;157169;1663764200;157091;0.00146484375;0.017333984375
1663764200;176213;1663764200;176235;1663764200;176165;0.000732421875;0.015625
1663764200;196214;1663764200;196236;1663764200;196166;0;0.015625
1663764200;216956;1663764200;216979;1663764200;216906;0;0.015625
1663764200;236214;1663764200;236235;1663764200;236169;-0.00146484375;0.016357421875
1663764200;256722;1663764200;256762;1663764200;256677;0.000732421875;0.016357421875
1663764200;276207;1663764200;276230;1663764200;276149;0.000732421875;0.015625
1663764200;296485;1663764200;296507;1663764200;296432;-0.00146484375;0.017333984375
1663764200;316525;1663764200;316549;1663764200;316450;0.000732421875;0.016357421875
1663764200;336126;1663764200;336148;1663764200;336078;-0.00244140625;0.017333984375
1663764200;356933;1663764200;356956;1663764200;356884;-0.00146484375;0.016357421875
1663764200;376437;1663764200;376460;1663764200;376392;-0.000732421875;0.016357421875
1663764200;396492;1663764200;396514;1663764200;396437;-0.000732421875;0.017333984375
1663764200;416284;1663764200;416306;1663764200;416235;-0.00244140625;0.016357421875
1663764200;437003;1663764200;437033;1663764200;436946;0;0.015625
1663764200;457195;1663764200;457219;1663764200;457146;0.00146484375;0.017333984375
1663764200;476234;1663764200;476256;1663764200;476185;-0.000732421875;0.016357421875
1663764200;496215;1663764200;496238;1663764200;496166;0.00146484375;0.016357421875
1663764200;516951;1663764200;516974;1663764200;516902;0.00146484375;0.013671875
1663764200;536468;1663764200;536491;1663764200;536418;-0.00146484375;0.0146484375
1663764200;556745;1663764200;556767;1663764200;556700;-0.00244140625;0.017333984375
1663764200;576246;1663764200;576268;1663764200;576197;-0.000732421875;0.0146484375
1663764200;596485;1663764200;596508;1663764200;596427;0.000732421875;0.01904296875
1663764200;616540;1663764200;616563;1663764200;616483;0.00146484375;0.01904296875
1663764200;636367;1663764200;636394;1663764200;636307;-0.000732421875;0.02001953125
1663764200;656905;1663764200;656928;1663764200;656861;0.00146484375;0.013671875
1663764200;676470;1663764200;676493;1663764200;676414;-0.000732421875;0.0146484375
1663764200;696496;1663764200;696518;1663764200;696443;0;0.01806640625
1663764200;716340;1663764200;716370;1663764200;716283;0.000732421875;0.017333984375
1663764200;736534;1663764200;736556;1663764200;736477;0.00146484375;0.01806640625
1663764200;757165;1663764200;757188;1663764200;757111;0;0.017333984375
1663764200;776199;1663764200;776221;1663764200;776154;0.00146484375;0.015625
