sampleTimeStamp.seconds;sampleTimeStamp.microseconds;lat;lon;speed;accel_lon;accel_trans;accel_down
1646666477;742926;57.719199151;11.95685673;0.01739493;0.01194479;0.02097912;-0.005597536
1646666477;842935;57.719199152;11.956856713;0.01759779;-0.02431611;0.001742248;0.05426772
1646666477;942930;57.719199154;11.956856695;0.01818177;-0.06269182;0.02327652;0.1061663
1646666478;42912;57.719199155;11.956856678;0.01869974;-0.09314981;0.08362254;0.1790037
1646666478;142931;57.719199157;11.956856659;0.01844508;-0.06816818;0.04931271;0.09186966
1646666478;242964;57.719199159;11.95685664;0.0188089;-0.05457702;0.01144844;0.004988755
1646666478;342907;57.71919916;11.956856624;0.01823832;-0.008663115;-0.03928708;-0.08149771
1646666478;443196;57.719199162;11.956856608;0.01810002;0.04550598;-0.05062715;-0.1056911
1646666478;542929;57.719199163;11.956856591;0.01844912;0.1075122;-0.04619772;-0.1390255
1646666478;642935;57.719199165;11.956856574;0.01848042;0.09611744;-0.01992009;-0.1199307
1646666478;742953;57.719199167;11.956856556;0.01925297;0.07300557;-0.01628503;-0.09789836
1646666478;842956;57.719199168;11.956856538;0.01953839;0.02638643;0.008883334;0.003162885
1646666478;942943;57.71919917;11.956856519;0.01998806;-0.01020191;0.01483312;0.0563531
1646666479;43031;57.719199172;11.9568565;0.02078661;-0.08236747;0.02431375;0.1205041
1646666479;143060;57.719199174;11.956856481;0.02103961;-0.07828955;0.05867086;0.1590841
1646666479;242996;57.719199176;11.956856462;0.02081545;-0.07063575;0.08192513;0.083358
1646666479;343025;57.719199179;11.956856448;0.02039618;-0.06618124;0.01491702;0.01386756
1646666479;443354;57.719199181;11.956856434;0.02079787;-0.01668931;-0.0421494;-0.0667035
1646666479;542976;57.719199184;11.956856419;0.02041955;0.07134207;-0.06757808;-0.1221792
1646666479;643001;57.719199187;11.956856404;0.01985699;0.09385605;-0.04515614;-0.1456167
1646666479;742952;57.719199189;11.956856389;0.02011755;0.09854467;0.002624606;-0.1332687
1646666479;842972;57.719199192;11.956856373;0.0209865;0.04591439;-0.002370994;-0.0836145
1646666479;942989;57.719199194;11.956856357;0.02121642;0.02718507;-0.009426095;-0.04084726
1646666480;43013;57.719199197;11.95685634;0.02130357;-0.01736354;0.005463921;0.03905509
1646666480;142990;57.7191992;11.956856323;0.0217979;-0.06752677;0.04708221;0.1140272
1646666480;243032;57.719199202;11.956856308;0.02191497;-0.08737279;0.0776069;0.1803289
1646666480;343024;57.719199208;11.956856299;0.02177512;-0.1088918;0.06464988;0.1174432
1646666480;443343;57.719199214;11.956856289;0.02240116;-0.0710763;0.02210972;0.01821054
1646666480;543009;57.719199219;11.95685628;0.02128212;-0.0184865;-0.01943444;-0.04077029
1646666480;643044;57.719199225;11.956856269;0.02132923;0.03603622;-0.05447777;-0.06570024
1646666480;743012;57.719199231;11.956856259;0.02140433;0.07305894;-0.04085639;-0.1462368
1646666480;843042;57.719199236;11.956856247;0.02154652;0.08959334;-0.02577072;-0.1139839
1646666480;943017;57.719199242;11.956856236;0.02188208;0.05777262;-0.0174073;-0.09292549
1646666481;43018;57.719199248;11.956856224;0.02217874;0.06324416;-0.03359212;-0.04943702
