sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration
1584853465;57848;1584853465;57901;1584853465;57778;0.4675;-1.666;9.4605
1584853465;158112;1584853465;158143;1584853465;158064;0.5865;-1.666;9.3755
1584853465;258177;1584853465;258202;1584853465;258107;0.5355;-1.938;9.639
1584853465;359201;1584853465;359253;1584853465;357776;0.5695;-1.785;9.5115
1584853465;458162;1584853465;458236;1584853465;458062;0.2465;-1.802;9.6985
1584853465;558170;1584853465;558207;1584853465;558086;0.3485;-1.7;9.6305
1584853465;657813;1584853465;657844;1584853465;657761;0.459;-1.615;9.4605
1584853465;757924;1584853465;758096;1584853465;757823;0.4165;-1.173;9.3925
1584853465;857916;1584853465;857940;1584853465;857854;0.3315;-1.139;9.724
1584853465;957747;1584853465;957969;1584853465;957579;0.3655;-0.9435;9.8345
1584853466;57891;1584853466;57937;1584853466;57823;0.3315;-0.833;9.6305
1584853466;157977;1584853466;158034;1584853466;157851;0.4845;-0.918;9.1375
1584853466;257744;1584853466;257786;1584853466;257614;0.459;-1.003;9.5285
1584853466;357886;1584853466;357954;1584853466;357829;0.7905;-1.071;9.8175
1584853466;457893;1584853466;457916;1584853466;457849;0.6205;-1.0965;9.724
1584853466;557742;1584853466;557968;1584853466;557591;0.7395;-1.1135;9.6645
1584853466;657882;1584853466;657906;1584853466;657825;0.4845;-1.309;9.7495
1584853466;763703;1584853466;763757;1584853466;757858;0.5185;-1.1985;9.8175
1584853466;857658;1584853466;857692;1584853466;857596;0.8075;-1.292;9.6305
1584853466;957909;1584853466;957962;1584853466;957846;0.7735;-1.0965;8.653
1584853467;57918;1584853467;57945;1584853467;57871;0.6375;-1.3345;9.3245
1584853467;157688;1584853467;157743;1584853467;157617;0.6545;-1.292;9.8345
1584853467;257953;1584853467;257996;1584853467;257852;0.5355;-1.394;10.3615
1584853467;357945;1584853467;358015;1584853467;357850;0.68;-1.7255;10.5315
