sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;ts;sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663764742;888176;1663764742;888200;1663764742;888127;-0.1105;-0.0425;9.8685;1663764742888127;1663764742;879987;1663764742;880009;1663764742;879937;-0.00390625
1663764742;988151;1663764742;988175;1663764742;988102;-0.0595;-0.0085;9.486;1663764742988102;1663764742;979868;1663764742;979890;1663764742;979813;0.0087890625
1663764743;88575;1663764743;88599;1663764743;88527;-0.0425;0.0;9.5115;1663764743088527;1663764743;80234;1663764743;80256;1663764743;80190;0.015625
1663764743;188168;1663764743;188202;1663764743;188117;-0.0425;-0.0425;9.8345;1663764743188117;1663764743;180003;1663764743;180025;1663764743;179954;0.01953125
1663764743;288217;1663764743;288253;1663764743;288166;-0.0085;0.0;9.8855;1663764743288166;1663764743;279897;1663764743;279919;1663764743;279846;0.021484375
1663764743;388554;1663764743;388578;1663764743;388508;-0.0935;0.0255;9.7155;1663764743388508;1663764743;380227;1663764743;380251;1663764743;380178;0.021484375
1663764743;488171;1663764743;488194;1663764743;488121;0.0085;0.0;9.6985;1663764743488121;1663764743;479994;1663764743;480015;1663764743;479948;0.0234375
1663764743;588176;1663764743;588199;1663764743;588127;-0.0085;0.0;9.6985;1663764743588127;1663764743;579817;1663764743;579839;1663764743;579765;0.05078125
1663764743;688580;1663764743;688605;1663764743;688531;0.1275;0.0085;9.486;1663764743688531;1663764743;680227;1663764743;680250;1663764743;680180;0.1005859375
1663764743;788196;1663764743;788221;1663764743;788147;0.1105;0.0935;9.5455;1663764743788147;1663764743;779987;1663764743;780008;1663764743;779942;0.1708984375
1663764743;888184;1663764743;888209;1663764743;888130;0.0935;0.1615;9.4775;1663764743888130;1663764743;879837;1663764743;879860;1663764743;879782;0.220703125
1663764743;988582;1663764743;988606;1663764743;988533;0.4335;0.0425;9.6305;1663764743988533;1663764743;980218;1663764743;980241;1663764743;980170;0.26953125
1663764744;88206;1663764744;88231;1663764744;88157;0.3485;-0.0255;9.8175;1663764744088157;1663764744;80042;1663764744;80064;1663764744;79993;0.3173828125
1663764744;188240;1663764744;188270;1663764744;188177;0.5185;0.1275;9.4605;1663764744188177;1663764744;179863;1663764744;179902;1663764744;179785;0.38671875
1663764744;288588;1663764744;288612;1663764744;288540;0.4165;0.0765;9.3585;1663764744288540;1663764744;280248;1663764744;280270;1663764744;280199;0.4462890625
1663764744;388174;1663764744;388199;1663764744;388125;0.7225;-0.0255;9.6985;1663764744388125;1663764744;380020;1663764744;380043;1663764744;379971;0.498046875
1663764744;488218;1663764744;488242;1663764744;488168;0.7225;0.0255;9.724;1663764744488168;1663764744;479872;1663764744;479896;1663764744;479817;0.5322265625
1663764744;588595;1663764744;588619;1663764744;588547;0.612;-0.0085;9.5625;1663764744588547;1663764744;580243;1663764744;580264;1663764744;580197;0.5576171875
1663764744;688198;1663764744;688222;1663764744;688149;0.85;0.0425;9.4775;1663764744688149;1663764744;680041;1663764744;680062;1663764744;679995;0.56640625
1663764744;788250;1663764744;788280;1663764744;788186;0.68;0.0085;9.3585;1663764744788186;1663764744;779879;1663764744;779901;1663764744;779826;0.56640625
1663764744;888605;1663764744;888630;1663764744;888557;0.6545;-0.0085;9.5115;1663764744888557;1663764744;880285;1663764744;880314;1663764744;880225;0.5693359375
1663764744;988191;1663764744;988216;1663764744;988142;0.6545;0.0085;9.5115;1663764744988142;1663764744;980025;1663764744;980048;1663764744;979979;0.5771484375
1663764745;88221;1663764745;88246;1663764745;88170;0.6545;0.0;9.5965;1663764745088170;1663764745;79872;1663764745;79894;1663764745;79820;0.60546875
1663764745;188612;1663764745;188636;1663764745;188564;0.7735;0.0;9.418;1663764745188564;1663764745;180247;1663764745;180268;1663764745;180201;0.6533203125
1663764745;288205;1663764745;288228;1663764745;288156;0.765;-0.0935;9.6985;1663764745288156;1663764745;280033;1663764745;280054;1663764745;279988;0.681640625
1663764745;388186;1663764745;388210;1663764745;388137;0.765;-0.0595;9.809;1663764745388137;1663764745;379871;1663764745;379893;1663764745;379822;0.69140625
1663764745;488615;1663764745;488640;1663764745;488567;0.7735;0.0085;9.4435;1663764745488567;1663764745;480278;1663764745;480302;1663764745;480229;0.7021484375
1663764745;588210;1663764745;588234;1663764745;588161;0.8075;-0.0425;9.5625;1663764745588161;1663764745;580061;1663764745;580083;1663764745;580012;0.7080078125
1663764745;688252;1663764745;688275;1663764745;688202;0.7905;-0.0765;9.7495;1663764745688202;1663764745;679910;1663764745;679933;1663764745;679863;0.7099609375
1663764745;788633;1663764745;788658;1663764745;788584;0.8075;-0.0255;9.6985;1663764745788584;1663764745;780276;1663764745;780299;1663764745;780224;0.7099609375
1663764745;888258;1663764745;888282;1663764745;888209;0.5355;-0.0765;9.8685;1663764745888209;1663764745;880061;1663764745;880084;1663764745;880014;0.708984375
1663764745;988264;1663764745;988288;1663764745;988214;0.6375;-0.0595;9.6645;1663764745988214;1663764745;979902;1663764745;979927;1663764745;979831;0.7099609375
1663764746;88612;1663764746;88636;1663764746;88569;0.6545;-0.0085;9.6985;1663764746088569;1663764746;80299;1663764746;80320;1663764746;80254;0.6982421875
1663764746;188236;1663764746;188261;1663764746;188187;0.5355;-0.0765;9.6815;1663764746188187;1663764746;180072;1663764746;180094;1663764746;180024;0.6513671875
1663764746;288178;1663764746;288203;1663764746;288135;0.68;-0.0425;10.0385;1663764746288135;1663764746;279920;1663764746;279942;1663764746;279869;0.5341796875
1663764746;388646;1663764746;388671;1663764746;388597;0.1275;-0.0765;9.8855;1663764746388597;1663764746;380298;1663764746;380319;1663764746;380253;0.3486328125
1663764746;488280;1663764746;488304;1663764746;488230;0.1785;-0.0425;9.8515;1663764746488230;1663764746;480071;1663764746;480093;1663764746;480026;0.2021484375
1663764746;588250;1663764746;588274;1663764746;588200;0.1105;0.0765;9.486;1663764746588200;1663764746;579895;1663764746;579917;1663764746;579848;0.046875
1663764746;688644;1663764746;688668;1663764746;688595;-0.1785;0.153;9.9025;1663764746688595;1663764746;680348;1663764746;680370;1663764746;680300;-0.0830078125
1663764746;788238;1663764746;788263;1663764746;788188;-0.2805;-0.1275;9.8515;1663764746788188;1663764746;780078;1663764746;780100;1663764746;780029;-0.2451171875
1663764746;888265;1663764746;888290;1663764746;888215;-0.2805;0.0255;9.6135;1663764746888215;1663764746;879932;1663764746;879954;1663764746;879880;-0.388671875
1663764746;988656;1663764746;988680;1663764746;988607;-0.3315;-0.0935;9.8515;1663764746988607;1663764746;980294;1663764746;980317;1663764746;980248;-0.5302734375
1663764747;88268;1663764747;88292;1663764747;88220;-0.6205;-0.0085;9.5115;1663764747088220;1663764747;80068;1663764747;80089;1663764747;80024;-0.6484375
1663764747;188255;1663764747;188279;1663764747;188206;-0.6375;-0.0595;9.6645;1663764747188206;1663764747;179909;1663764747;179931;1663764747;179854;-0.744140625
1663764747;288660;1663764747;288685;1663764747;288612;-0.7905;0.0255;9.4435;1663764747288612;1663764747;280314;1663764747;280336;1663764747;280270;-0.767578125
1663764747;388222;1663764747;388246;1663764747;388178;-0.5865;0.0595;9.6135;1663764747388178;1663764747;380079;1663764747;380101;1663764747;380035;-0.767578125
1663764747;488286;1663764747;488311;1663764747;488236;-0.833;-0.0425;9.8175;1663764747488236;1663764747;479930;1663764747;479952;1663764747;479886;-0.767578125
1663764747;588670;1663764747;588694;1663764747;588621;-0.459;0.0595;9.5965;1663764747588621;1663764747;580323;1663764747;580344;1663764747;580279;-0.7626953125
1663764747;688263;1663764747;688286;1663764747;688220;-0.4845;0.0;9.6305;1663764747688220;1663764747;680088;1663764747;680110;1663764747;680044;-0.75390625
1663764747;788267;1663764747;788290;1663764747;788217;-0.6545;0.0255;9.5625;1663764747788217;1663764747;779941;1663764747;779963;1663764747;779893;-0.7197265625
1663764747;888680;1663764747;888705;1663764747;888631;-0.6205;-0.0255;9.7155;1663764747888631;1663764747;880321;1663764747;880359;1663764747;880266;-0.66015625
1663764747;988254;1663764747;988280;1663764747;988206;-0.0425;0.1275;9.9365;1663764747988206;1663764747;980099;1663764747;980127;1663764747;980047;-0.53515625
