sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;ts;sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663765014;594991;1663765014;595015;1663765014;594944;-0.153;0.1275;9.724;1663765014594944;1663765014;586831;1663765014;586854;1663765014;586780;-0.1162109375
1663765014;694763;1663765014;694787;1663765014;694719;-0.2295;0.153;9.7495;1663765014694719;1663765014;686882;1663765014;686903;1663765014;686837;-0.1162109375
1663765014;794820;1663765014;794850;1663765014;794756;-0.1105;0.2635;9.7835;1663765014794756;1663765014;786600;1663765014;786622;1663765014;786555;-0.115234375
1663765014;895020;1663765014;895044;1663765014;894971;-0.1955;0.0765;9.6985;1663765014894971;1663765014;887116;1663765014;887138;1663765014;887068;-0.1123046875
1663765014;994750;1663765014;994774;1663765014;994707;-0.2125;0.3145;9.5455;1663765014994707;1663765014;986868;1663765014;986890;1663765014;986820;-0.1123046875
1663765015;94827;1663765015;94857;1663765015;94764;-0.0425;0.0425;9.4605;1663765015094764;1663765015;86621;1663765015;86643;1663765015;86576;-0.111328125
1663765015;195013;1663765015;195037;1663765015;194960;-0.2125;0.1275;9.7155;1663765015194960;1663765015;186847;1663765015;186869;1663765015;186803;-0.1103515625
1663765015;294840;1663765015;294863;1663765015;294796;-0.0935;0.1615;9.5965;1663765015294796;1663765015;286893;1663765015;286914;1663765015;286849;-0.1083984375
1663765015;394789;1663765015;394813;1663765015;394740;-0.153;0.3655;9.5115;1663765015394740;1663765015;386602;1663765015;386624;1663765015;386550;-0.095703125
1663765015;495021;1663765015;495046;1663765015;494972;-0.153;0.3315;9.486;1663765015494972;1663765015;486851;1663765015;486872;1663765015;486807;-0.0830078125
1663765015;594781;1663765015;594806;1663765015;594732;-0.1955;0.2295;9.809;1663765015594732;1663765015;586881;1663765015;586903;1663765015;586832;-0.0771484375
1663765015;694872;1663765015;694902;1663765015;694808;-0.2805;0.2635;9.5625;1663765015694808;1663765015;686690;1663765015;686712;1663765015;686643;-0.0546875
1663765015;795028;1663765015;795062;1663765015;794976;-0.2635;0.1785;9.6135;1663765015794976;1663765015;786888;1663765015;786910;1663765015;786844;-0.0517578125
1663765015;894798;1663765015;894821;1663765015;894754;-0.0255;0.1955;9.571;1663765015894754;1663765015;886908;1663765015;886930;1663765015;886862;-0.0791015625
1663765015;994805;1663765015;994828;1663765015;994757;-0.4335;0.0425;9.9195;1663765015994757;1663765015;986621;1663765015;986644;1663765015;986574;-0.21484375
1663765016;95293;1663765016;95317;1663765016;95244;-0.5015;0.0595;9.9195;1663765016095244;1663765016;86914;1663765016;86935;1663765016;86870;-0.486328125
1663765016;194800;1663765016;194825;1663765016;194751;-0.85;0.2125;9.5115;1663765016194751;1663765016;186884;1663765016;186907;1663765016;186834;-0.7001953125
1663765016;294834;1663765016;294863;1663765016;294771;-1.1985;0.2125;9.486;1663765016294771;1663765016;286649;1663765016;286672;1663765016;286598;-0.904296875
1663765016;395047;1663765016;395071;1663765016;394997;-1.36;0.153;9.6815;1663765016394997;1663765016;386873;1663765016;386896;1663765016;386825;-1.01171875
1663765016;494864;1663765016;494888;1663765016;494815;-1.394;0.1785;9.5625;1663765016494815;1663765016;486926;1663765016;486947;1663765016;486880;-1.0361328125
1663765016;594814;1663765016;594838;1663765016;594764;-1.292;0.0425;9.809;1663765016594764;1663765016;586652;1663765016;586675;1663765016;586602;-1.0361328125
1663765016;695069;1663765016;695099;1663765016;695012;-1.2495;0.306;9.7835;1663765016695012;1663765016;686881;1663765016;686902;1663765016;686836;-1.0361328125
1663765016;794854;1663765016;794884;1663765016;794791;-1.3345;-0.0255;9.5625;1663765016794791;1663765016;786895;1663765016;786916;1663765016;786848;-1.0361328125
1663765016;894850;1663765016;894874;1663765016;894801;-0.9435;0.3655;9.639;1663765016894801;1663765016;886721;1663765016;886742;1663765016;886676;-1.0361328125
1663765016;995054;1663765016;995078;1663765016;995005;-1.0115;0.1785;9.4775;1663765016995005;1663765016;986876;1663765016;986897;1663765016;986830;-1.0361328125
1663765017;94845;1663765017;94869;1663765017;94796;-1.0965;0.0935;9.9705;1663765017094796;1663765017;86906;1663765017;86927;1663765017;86861;-1.02734375
1663765017;194877;1663765017;194906;1663765017;194813;-0.85;0.153;9.7835;1663765017194813;1663765017;186635;1663765017;186658;1663765017;186589;-0.9921875
1663765017;295095;1663765017;295120;1663765017;295046;-0.7225;0.1615;9.4095;1663765017295046;1663765017;287162;1663765017;287185;1663765017;287115;-0.9130859375
1663765017;394835;1663765017;394858;1663765017;394786;-0.7055;0.153;9.809;1663765017394786;1663765017;386936;1663765017;386958;1663765017;386891;-0.8291015625
1663765017;494913;1663765017;494943;1663765017;494833;-0.5185;0.1275;9.8345;1663765017494833;1663765017;486659;1663765017;486681;1663765017;486613;-0.7021484375
1663765017;595080;1663765017;595104;1663765017;595031;-0.4165;0.1615;9.7665;1663765017595031;1663765017;586898;1663765017;586921;1663765017;586848;-0.5458984375
1663765017;694908;1663765017;694932;1663765017;694855;-0.3995;0.2295;9.639;1663765017694855;1663765017;687000;1663765017;687021;1663765017;686954;-0.3603515625
1663765017;794862;1663765017;794887;1663765017;794812;-0.1275;0.1785;9.4605;1663765017794812;1663765017;786674;1663765017;786695;1663765017;786627;-0.13671875
1663765017;895101;1663765017;895126;1663765017;895053;0.2465;0.1785;9.6645;1663765017895053;1663765017;886934;1663765017;886955;1663765017;886890;0.0380859375
1663765017;994845;1663765017;994870;1663765017;994796;0.4165;0.153;9.571;1663765017994796;1663765017;986922;1663765017;986943;1663765017;986877;0.1015625
1663765018;94884;1663765018;94908;1663765018;94835;0.0255;0.306;9.5455;1663765018094835;1663765018;86740;1663765018;86762;1663765018;86691;0.1259765625
1663765018;195091;1663765018;195115;1663765018;195041;0.2805;0.2295;9.5625;1663765018195041;1663765018;186912;1663765018;186933;1663765018;186868;0.13671875
1663765018;294839;1663765018;294863;1663765018;294790;0.0765;0.1785;9.8515;1663765018294790;1663765018;286950;1663765018;286972;1663765018;286905;0.1474609375
1663765018;394849;1663765018;394872;1663765018;394804;0.0;0.306;9.6135;1663765018394804;1663765018;386651;1663765018;386673;1663765018;386605;0.1923828125
1663765018;495134;1663765018;495158;1663765018;495085;0.2635;0.1785;9.8855;1663765018495085;1663765018;487219;1663765018;487242;1663765018;487172;0.2568359375
1663765018;594870;1663765018;594894;1663765018;594821;0.3995;0.2635;9.5285;1663765018594821;1663765018;586969;1663765018;586992;1663765018;586921;0.3251953125
