sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663765023;87112;1663765023;87134;1663765023;87065;-0.0517578125
1663765023;186828;1663765023;186849;1663765023;186784;-0.0546875
1663765023;287133;1663765023;287155;1663765023;287089;0.0302734375
1663765023;387077;1663765023;387099;1663765023;387028;0.2255859375
1663765023;486851;1663765023;486875;1663765023;486793;0.46875
1663765023;587073;1663765023;587095;1663765023;587025;0.701171875
1663765023;687137;1663765023;687159;1663765023;687090;0.80859375
1663765023;786853;1663765023;786875;1663765023;786805;0.8359375
1663765023;887122;1663765023;887144;1663765023;887074;0.8125
1663765023;987110;1663765023;987132;1663765023;987062;0.8115234375
1663765024;86937;1663765024;86960;1663765024;86890;0.8095703125
1663765024;187102;1663765024;187124;1663765024;187051;0.7998046875
1663765024;287115;1663765024;287137;1663765024;287066;0.7890625
1663765024;386846;1663765024;386867;1663765024;386797;0.7861328125
1663765024;487410;1663765024;487432;1663765024;487362;0.7861328125
1663765024;587114;1663765024;587138;1663765024;587063;0.8017578125
1663765024;686876;1663765024;686898;1663765024;686831;0.9248046875
1663765024;787086;1663765024;787110;1663765024;787034;1.1728515625
1663765024;887171;1663765024;887192;1663765024;887125;1.44140625
1663765024;986841;1663765024;986862;1663765024;986797;1.765625
1663765025;87097;1663765025;87119;1663765025;87050;2.138671875
1663765025;187139;1663765025;187161;1663765025;187091;2.4736328125
1663765025;286912;1663765025;286934;1663765025;286867;2.8828125
1663765025;387125;1663765025;387148;1663765025;387076;3.3544921875
1663765025;487137;1663765025;487159;1663765025;487093;3.86328125
1663765025;586832;1663765025;586855;1663765025;586785;4.3671875
1663765025;687407;1663765025;687429;1663765025;687359;4.716796875
1663765025;787121;1663765025;787144;1663765025;787072;5.0439453125
1663765025;886876;1663765025;886898;1663765025;886831;5.5107421875
1663765025;987133;1663765025;987155;1663765025;987085;6
1663765026;87165;1663765026;87186;1663765026;87121;6.3759765625
1663765026;186848;1663765026;186870;1663765026;186804;6.8173828125
1663765026;287159;1663765026;287181;1663765026;287111;7.2646484375
1663765026;387164;1663765026;387185;1663765026;387116;7.603515625
1663765026;486929;1663765026;486950;1663765026;486884;7.9814453125
1663765026;587141;1663765026;587176;1663765026;587082;8.27734375
1663765026;687184;1663765026;687206;1663765026;687140;8.5078125
1663765026;786919;1663765026;786941;1663765026;786871;8.7421875
1663765026;887203;1663765026;887224;1663765026;887159;9.005859375
1663765026;987168;1663765026;987190;1663765026;987124;9.2412109375
1663765027;86910;1663765027;86931;1663765027;86865;9.27734375
1663765027;187189;1663765027;187211;1663765027;187141;9.2548828125
1663765027;287254;1663765027;287276;1663765027;287206;9.2587890625
1663765027;386903;1663765027;386927;1663765027;386856;9.263671875
1663765027;487183;1663765027;487204;1663765027;487138;9.2646484375
1663765027;587200;1663765027;587222;1663765027;587150;9.263671875
1663765027;686998;1663765027;687020;1663765027;686953;9.263671875
1663765027;787170;1663765027;787192;1663765027;787126;9.2646484375
1663765027;887207;1663765027;887228;1663765027;887163;9.263671875
1663765027;986910;1663765027;986932;1663765027;986865;9.2646484375
1663765028;87473;1663765028;87495;1663765028;87429;9.263671875
1663765028;187231;1663765028;187253;1663765028;187183;9.263671875
1663765028;286952;1663765028;286975;1663765028;286901;9.263671875
1663765028;387196;1663765028;387218;1663765028;387150;9.263671875
1663765028;487268;1663765028;487300;1663765028;487216;9.2646484375
1663765028;587001;1663765028;587023;1663765028;586956;9.2646484375
1663765028;687224;1663765028;687248;1663765028;687168;9.2626953125
1663765028;787213;1663765028;787234;1663765028;787168;9.2421875
1663765028;887052;1663765028;887076;1663765028;886993;9.212890625
1663765028;987229;1663765028;987251;1663765028;987184;9.169921875
1663765029;87240;1663765029;87262;1663765029;87191;9.0166015625
1663765029;186975;1663765029;186997;1663765029;186926;8.689453125
1663765029;287240;1663765029;287262;1663765029;287196;8.2548828125
1663765029;387241;1663765029;387262;1663765029;387196;7.9091796875
1663765029;487000;1663765029;487023;1663765029;486925;7.51171875
1663765029;587239;1663765029;587261;1663765029;587190;7.123046875
1663765029;687304;1663765029;687342;1663765029;687254;6.7275390625
1663765029;786961;1663765029;786982;1663765029;786916;6.23046875
1663765029;887259;1663765029;887282;1663765029;887213;5.5595703125
1663765029;987270;1663765029;987292;1663765029;987222;4.9091796875
1663765030;87062;1663765030;87083;1663765030;87015;4.0341796875
1663765030;187290;1663765030;187312;1663765030;187242;3.28125
1663765030;287255;1663765030;287277;1663765030;287211;2.4267578125
1663765030;386982;1663765030;387006;1663765030;386940;1.5947265625
1663765030;487300;1663765030;487322;1663765030;487256;0.8466796875
1663765030;587260;1663765030;587282;1663765030;587216;0.2080078125
1663765030;687033;1663765030;687054;1663765030;686989;-0.3759765625
1663765030;787271;1663765030;787293;1663765030;787223;-0.560546875
1663765030;887355;1663765030;887377;1663765030;887307;-0.513671875
1663765030;987013;1663765030;987036;1663765030;986964;-0.365234375
1663765031;87304;1663765031;87328;1663765031;87245;-0.24609375
1663765031;187311;1663765031;187333;1663765031;187261;-0.208984375
1663765031;287129;1663765031;287152;1663765031;287081;-0.2080078125
1663765031;387311;1663765031;387333;1663765031;387263;-0.2080078125
1663765031;487327;1663765031;487349;1663765031;487283;-0.2001953125
1663765031;587071;1663765031;587092;1663765031;587023;-0.19921875
1663765031;687343;1663765031;687365;1663765031;687299;-0.19921875
1663765031;787337;1663765031;787359;1663765031;787294;-0.19921875
1663765031;887061;1663765031;887084;1663765031;887017;-0.1982421875
1663765031;987345;1663765031;987367;1663765031;987296;-0.1982421875
1663765032;87384;1663765032;87406;1663765032;87339;-0.19921875
1663765032;187095;1663765032;187122;1663765032;187039;-0.1982421875
1663765032;287352;1663765032;287375;1663765032;287304;-0.19921875
1663765032;387339;1663765032;387361;1663765032;387294;-0.1982421875
1663765032;487175;1663765032;487197;1663765032;487130;-0.1982421875
1663765032;587354;1663765032;587376;1663765032;587305;-0.19921875
1663765032;687373;1663765032;687395;1663765032;687324;-0.1982421875
1663765032;787099;1663765032;787121;1663765032;787055;-0.1982421875
1663765032;887641;1663765032;887663;1663765032;887592;-0.1982421875
1663765032;987368;1663765032;987390;1663765032;987323;-0.19921875
1663765033;87104;1663765033;87125;1663765033;87060;-0.1982421875
1663765033;187354;1663765033;187376;1663765033;187310;-0.1982421875
1663765033;287413;1663765033;287434;1663765033;287369;-0.19921875
1663765033;387148;1663765033;387170;1663765033;387104;-0.19921875
1663765033;487369;1663765033;487392;1663765033;487320;-0.19921875
1663765033;587395;1663765033;587417;1663765033;587350;-0.19921875
1663765033;687208;1663765033;687230;1663765033;687164;-0.1982421875
1663765033;787391;1663765033;787413;1663765033;787345;-0.1982421875
1663765033;887418;1663765033;887439;1663765033;887362;-0.1982421875
1663765033;987138;1663765033;987160;1663765033;987090;-0.19921875
1663765034;87671;1663765034;87693;1663765034;87623;-0.19921875
1663765034;187416;1663765034;187438;1663765034;187368;-0.2001953125
1663765034;287164;1663765034;287187;1663765034;287117;-0.203125
1663765034;387416;1663765034;387438;1663765034;387368;-0.2119140625
1663765034;487458;1663765034;487479;1663765034;487412;-0.22265625
1663765034;587073;1663765034;587095;1663765034;587028;-0.2333984375
1663765034;687383;1663765034;687406;1663765034;687336;-0.25
1663765034;787413;1663765034;787436;1663765034;787367;-0.2578125
1663765034;887224;1663765034;887248;1663765034;887173;-0.2646484375
1663765034;987424;1663765034;987448;1663765034;987373;-0.2841796875
1663765035;87449;1663765035;87488;1663765035;87386;-0.32421875
1663765035;187144;1663765035;187175;1663765035;187090;-0.404296875
1663765035;287437;1663765035;287461;1663765035;287387;-0.5185546875
1663765035;387408;1663765035;387430;1663765035;387364;-0.5986328125
1663765035;487187;1663765035;487209;1663765035;487139;-0.669921875
1663765035;587380;1663765035;587401;1663765035;587336;-0.716796875
1663765035;687442;1663765035;687464;1663765035;687398;-0.7216796875
1663765035;787155;1663765035;787176;1663765035;787108;-0.7236328125
1663765035;887410;1663765035;887431;1663765035;887366;-0.7236328125
1663765035;987420;1663765035;987442;1663765035;987372;-0.7236328125
1663765036;87263;1663765036;87285;1663765036;87219;-0.67578125
1663765036;187400;1663765036;187423;1663765036;187348;-0.5966796875
1663765036;287462;1663765036;287483;1663765036;287417;-0.537109375
1663765036;387148;1663765036;387169;1663765036;387103;-0.490234375
1663765036;487458;1663765036;487479;1663765036;487414;-0.4599609375
1663765036;587456;1663765036;587477;1663765036;587412;-0.4384765625
1663765036;687196;1663765036;687218;1663765036;687148;-0.4091796875
1663765036;787419;1663765036;787441;1663765036;787374;-0.3720703125
1663765036;887516;1663765036;887539;1663765036;887468;-0.328125
1663765036;987188;1663765036;987209;1663765036;987141;-0.28125
1663765037;87428;1663765037;87449;1663765037;87384;-0.2490234375
1663765037;187468;1663765037;187503;1663765037;187404;-0.2255859375
1663765037;287278;1663765037;287302;1663765037;287222;-0.1923828125
1663765037;387442;1663765037;387465;1663765037;387395;-0.1640625
1663765037;487462;1663765037;487483;1663765037;487417;-0.134765625
1663765037;587174;1663765037;587197;1663765037;587115;-0.0869140625
1663765037;687506;1663765037;687527;1663765037;687461;-0.0029296875
1663765037;787475;1663765037;787496;1663765037;787430;0.0263671875
1663765037;887222;1663765037;887244;1663765037;887174;0.0263671875
1663765037;987472;1663765037;987494;1663765037;987428;0.0263671875
1663765038;87521;1663765038;87543;1663765038;87472;0.0263671875
1663765038;187247;1663765038;187269;1663765038;187203;0.0263671875
1663765038;287464;1663765038;287485;1663765038;287420;0.0205078125
1663765038;387498;1663765038;387520;1663765038;387450;0.0029296875
1663765038;487322;1663765038;487345;1663765038;487263;-0.029296875
1663765038;587455;1663765038;587477;1663765038;587411;-0.0322265625
1663765038;687508;1663765038;687530;1663765038;687464;-0.029296875
1663765038;787221;1663765038;787242;1663765038;787177;-0.02734375
1663765038;887527;1663765038;887548;1663765038;887482;-0.0263671875
1663765038;987505;1663765038;987528;1663765038;987457;-0.0244140625
1663765039;87249;1663765039;87271;1663765039;87200;-0.0234375
1663765039;187480;1663765039;187502;1663765039;187436;-0.0234375
1663765039;287544;1663765039;287567;1663765039;287498;-0.0234375
1663765039;387276;1663765039;387301;1663765039;387217;-0.0244140625
1663765039;487523;1663765039;487545;1663765039;487474;-0.02734375
1663765039;587541;1663765039;587562;1663765039;587493;-0.0283203125
1663765039;687340;1663765039;687362;1663765039;687293;-0.0283203125
1663765039;787545;1663765039;787567;1663765039;787497;-0.029296875
1663765039;887564;1663765039;887587;1663765039;887517;-0.029296875
1663765039;987278;1663765039;987301;1663765039;987229;-0.029296875
1663765040;87592;1663765040;87616;1663765040;87541;-0.029296875
1663765040;187566;1663765040;187590;1663765040;187508;-0.029296875
1663765040;287254;1663765040;287275;1663765040;287209;-0.029296875
1663765040;387557;1663765040;387578;1663765040;387508;-0.029296875
1663765040;487588;1663765040;487609;1663765040;487544;-0.029296875
1663765040;587283;1663765040;587305;1663765040;587237;-0.029296875
1663765040;687541;1663765040;687562;1663765040;687496;-0.029296875
1663765040;787568;1663765040;787590;1663765040;787519;-0.029296875
1663765040;887364;1663765040;887386;1663765040;887316;-0.029296875
1663765040;987538;1663765040;987561;1663765040;987487;-0.029296875
1663765041;87578;1663765041;87600;1663765041;87533;-0.029296875
1663765041;187291;1663765041;187313;1663765041;187243;-0.029296875
1663765041;287846;1663765041;287868;1663765041;287799;-0.029296875
1663765041;387581;1663765041;387603;1663765041;387537;-0.029296875
1663765041;487299;1663765041;487320;1663765041;487253;-0.03125
1663765041;587558;1663765041;587597;1663765041;587496;-0.03125
1663765041;687628;1663765041;687650;1663765041;687580;-0.033203125
1663765041;787309;1663765041;787330;1663765041;787261;-0.115234375
1663765041;887552;1663765041;887574;1663765041;887503;-0.3701171875
1663765041;987559;1663765041;987581;1663765041;987514;-0.6650390625
1663765042;87379;1663765042;87400;1663765042;87335;-1.0869140625
1663765042;187578;1663765042;187600;1663765042;187530;-1.4853515625
1663765042;287572;1663765042;287593;1663765042;287527;-1.8955078125
1663765042;387301;1663765042;387323;1663765042;387257;-2.1611328125
1663765042;487850;1663765042;487874;1663765042;487798;-2.1943359375
1663765042;587582;1663765042;587605;1663765042;587535;-2.1552734375
1663765042;687346;1663765042;687368;1663765042;687298;-2.0556640625
1663765042;787594;1663765042;787616;1663765042;787546;-1.794921875
1663765042;887619;1663765042;887641;1663765042;887575;-1.34765625
1663765042;987356;1663765042;987378;1663765042;987312;-0.8603515625
1663765043;87590;1663765043;87612;1663765043;87542;-0.19921875
1663765043;187610;1663765043;187631;1663765043;187566;0.3505859375
1663765043;287425;1663765043;287447;1663765043;287376;0.96875
1663765043;387554;1663765043;387576;1663765043;387511;1.4248046875
1663765043;487631;1663765043;487653;1663765043;487581;1.7001953125
1663765043;587331;1663765043;587353;1663765043;587283;1.779296875
1663765043;687638;1663765043;687660;1663765043;687590;1.732421875
1663765043;787635;1663765043;787667;1663765043;787582;1.6279296875
1663765043;887350;1663765043;887372;1663765043;887306;1.4228515625
1663765043;987590;1663765043;987613;1663765043;987541;1.1767578125
1663765044;87680;1663765044;87703;1663765044;87632;0.931640625
1663765044;187392;1663765044;187427;1663765044;187344;0.7275390625
1663765044;287612;1663765044;287634;1663765044;287568;0.4892578125
1663765044;387646;1663765044;387668;1663765044;387597;0.30859375
1663765044;487437;1663765044;487460;1663765044;487391;0.16015625
1663765044;587672;1663765044;587694;1663765044;587625;0.1083984375
1663765044;687642;1663765044;687664;1663765044;687598;0.11328125
1663765044;787385;1663765044;787407;1663765044;787337;0.115234375
1663765044;887934;1663765044;887955;1663765044;887890;0.1171875
1663765044;987654;1663765044;987676;1663765044;987606;0.119140625
1663765045;87433;1663765045;87454;1663765045;87385;0.123046875
1663765045;187647;1663765045;187669;1663765045;187599;0.125
1663765045;287695;1663765045;287716;1663765045;287650;0.138671875
1663765045;387420;1663765045;387442;1663765045;387373;0.1650390625
1663765045;487666;1663765045;487689;1663765045;487617;0.173828125
1663765045;587671;1663765045;587692;1663765045;587625;0.173828125
1663765045;687530;1663765045;687555;1663765045;687479;0.15625
1663765045;787685;1663765045;787707;1663765045;787637;0.1337890625
1663765045;887676;1663765045;887697;1663765045;887632;0.1220703125
1663765045;987436;1663765045;987459;1663765045;987389;0.1220703125
1663765046;87720;1663765046;87741;1663765046;87676;0.1220703125
1663765046;187694;1663765046;187715;1663765046;187649;0.1220703125
1663765046;287442;1663765046;287464;1663765046;287394;0.1220703125
1663765046;387652;1663765046;387674;1663765046;387608;0.119140625
1663765046;487721;1663765046;487743;1663765046;487676;0.1171875
1663765046;587444;1663765046;587466;1663765046;587400;0.1162109375
1663765046;687697;1663765046;687718;1663765046;687652;0.1123046875
1663765046;787699;1663765046;787721;1663765046;787651;0.1064453125
1663765046;887518;1663765046;887540;1663765046;887470;0.1064453125
1663765046;987680;1663765046;987702;1663765046;987632;0.09765625
1663765047;87700;1663765047;87721;1663765047;87656;0.0859375
1663765047;187473;1663765047;187494;1663765047;187428;0.0693359375
1663765047;287730;1663765047;287751;1663765047;287684;0.064453125
1663765047;387715;1663765047;387737;1663765047;387666;0.0634765625
1663765047;487491;1663765047;487514;1663765047;487440;0.0634765625
1663765047;587715;1663765047;587737;1663765047;587667;0.0634765625
1663765047;687746;1663765047;687767;1663765047;687701;0.0625
1663765047;787497;1663765047;787519;1663765047;787449;0.0625
1663765047;887726;1663765047;887750;1663765047;887678;0.0625
1663765047;987733;1663765047;987755;1663765047;987685;0.0625
1663765048;87541;1663765048;87562;1663765048;87496;0.0625
1663765048;187709;1663765048;187730;1663765048;187665;0.0625
1663765048;287726;1663765048;287748;1663765048;287682;0.0615234375
1663765048;387493;1663765048;387515;1663765048;387445;0.0595703125
1663765048;487851;1663765048;487873;1663765048;487803;0.05859375
1663765048;587598;1663765048;587620;1663765048;587549;0.05859375
1663765048;687511;1663765048;687534;1663765048;687464;0.056640625
1663765048;787826;1663765048;787848;1663765048;787782;0.0556640625
1663765048;887783;1663765048;887805;1663765048;887738;0.0556640625
1663765048;987493;1663765048;987514;1663765048;987447;0.0556640625
1663765049;87838;1663765049;87860;1663765049;87794;0.0546875
1663765049;187603;1663765049;187626;1663765049;187553;0.0537109375
1663765049;287556;1663765049;287578;1663765049;287512;0.0546875
1663765049;387838;1663765049;387860;1663765049;387794;0.0537109375
1663765049;487792;1663765049;487814;1663765049;487744;0.0537109375
1663765049;587526;1663765049;587548;1663765049;587478;0.0537109375
1663765049;687840;1663765049;687863;1663765049;687794;0.052734375
1663765049;787640;1663765049;787662;1663765049;787592;0.052734375
1663765049;887527;1663765049;887549;1663765049;887478;0.048828125
1663765049;987888;1663765049;987911;1663765049;987831;0.04296875
1663765050;87895;1663765050;87932;1663765050;87835;0.0419921875
1663765050;187548;1663765050;187569;1663765050;187503;0.04296875
1663765050;287894;1663765050;287916;1663765050;287846;0.0419921875
1663765050;387651;1663765050;387673;1663765050;387603;0.0498046875
1663765050;487593;1663765050;487615;1663765050;487544;0.20703125
1663765050;587895;1663765050;587918;1663765050;587848;0.4833984375
1663765050;687650;1663765050;687672;1663765050;687602;0.826171875
1663765050;787492;1663765050;787514;1663765050;787446;1.166015625
1663765050;887874;1663765050;887898;1663765050;887824;1.4580078125
1663765050;987902;1663765050;987924;1663765050;987853;1.6611328125
1663765051;87547;1663765051;87569;1663765051;87483;1.8310546875
1663765051;187899;1663765051;187937;1663765051;187837;1.9599609375
1663765051;287889;1663765051;287910;1663765051;287844;2.041015625
1663765051;387559;1663765051;387581;1663765051;387511;2.0556640625
1663765051;487870;1663765051;487892;1663765051;487827;2.0556640625
1663765051;587663;1663765051;587685;1663765051;587613;2.0537109375
1663765051;687623;1663765051;687646;1663765051;687575;2.0400390625
1663765051;787899;1663765051;787921;1663765051;787851;2.01953125
1663765051;887935;1663765051;887958;1663765051;887888;1.9970703125
1663765051;987529;1663765051;987552;1663765051;987478;1.9658203125
1663765052;87908;1663765052;87934;1663765052;87859;1.9248046875
1663765052;187673;1663765052;187695;1663765052;187625;1.8818359375
1663765052;287588;1663765052;287612;1663765052;287528;1.8046875
1663765052;387916;1663765052;387939;1663765052;387868;1.6904296875
1663765052;487898;1663765052;487919;1663765052;487854;1.5361328125
1663765052;587578;1663765052;587599;1663765052;587531;1.380859375
1663765052;687918;1663765052;687941;1663765052;687870;1.1845703125
1663765052;787676;1663765052;787699;1663765052;787630;1.0078125
1663765052;887649;1663765052;887671;1663765052;887600;0.841796875
1663765052;987909;1663765052;987931;1663765052;987865;0.6708984375
1663765053;87956;1663765053;87977;1663765053;87911;0.4658203125
1663765053;187588;1663765053;187611;1663765053;187540;0.240234375
1663765053;287933;1663765053;287957;1663765053;287885;0.0517578125
1663765053;387698;1663765053;387722;1663765053;387648;-0.0771484375
1663765053;487591;1663765053;487613;1663765053;487547;-0.2138671875
1663765053;587933;1663765053;587972;1663765053;587888;-0.3291015625
1663765053;687955;1663765053;687977;1663765053;687911;-0.4345703125
