,Unnamed: 0,Timestamp,IMULgtAcceleration,IMULatAcceleration,IMUVerAcceleration,IMURollRate,IMUYawRate,northHeading,groundSpeed,targetSpeed,throttle,brake,steeringAngle_FL,steeringAngle_FR,SteeringWhlAngle,location_x,location_y
0,0,123.52292982611108,0.0001,0.0,9.81,-3.9266e-08,-1.0454e-08,0.0003452669770922,7.000000000087909,7.0,0.3729967762971654,0.0,0.0,0.0,0.0,100.00031280517578,-842.337890625
1,1,123.62292982760118,0.0001,0.007,9.81,-0.000126555067,0.000612586911,6.282840251922607,7.000000106624129,7.0,0.3729966994827109,0.0,-0.018022496253252,-0.0180193223059177,-0.0063693020338526,100.000244140625,-843.037841796875
2,2,123.7229298290913,0.0001,0.0058,9.81,-2.9191648e-05,0.000665756874,0.0,7.000000224865204,7.0,0.3729966226454113,0.0,-0.018022496253252,-0.0180193223059177,-0.0063693020338526,100.00011444091795,-843.7378540039062
3,3,123.82292983058142,0.0001,0.0046,9.81,1.6694707e-05,0.000670389098,6.282840251922607,7.000000371460749,7.0,0.3729965240519611,0.0,-0.018022496253252,-0.0180193223059177,-0.0063693020338526,99.99994659423828,-844.4378662109375
4,4,123.92292983207152,0.0001,-0.0044,9.81,0.00017614488,-6.4323402e-05,6.282840251922607,7.0000005893568344,7.0,0.3729963738077624,0.0,0.0036043731961399,0.0036045000888407,0.0012739055889954,99.99982452392578,-845.1378784179688
5,5,124.02292983356163,0.0001,-0.0185,9.81,0.000380188809,-0.001720174798,6.282840251922607,7.000000825035114,7.0,0.3729962132968376,0.0,0.0504381097853183,0.0504629835486412,0.0178292298269871,99.9998779296875,-845.837890625
6,6,124.12292983505176,0.0001,-0.0264,9.81,0.000197088681,-0.002517215675,0.0,7.000002354316049,7.0,0.3729951169273754,0.0,0.0696395561099052,0.0696869790554046,0.0246182376449846,100.00019073486328,-846.537841796875
7,7,124.22292983654188,0.0001,-0.0202,9.81,-3.3633311e-05,-0.002627417911,0.00048828125,7.00000420524227,7.0,0.3729938858970255,0.0,0.0708394050598144,0.0708884820342063,0.0250424941283986,100.00070190429688,-847.2378540039062
8,8,124.322929838032,0.0001,-0.0207,9.81,-0.000103797211,-0.002637081081,0.0007720404537394,7.000006454786791,7.0,0.3729923607579587,0.0,0.0708393976092338,0.0708884745836258,0.0250424914951461,100.00140380859376,-847.9378662109375
9,9,124.42292983952213,0.0001,-0.02,9.81,-7.6476324e-05,-0.002678791992,0.0010358010185882,7.000009259492835,7.0,0.3729904279688288,0.0,0.0720392316579818,0.0720899850130081,0.0254667453453076,100.00230407714844,-848.6378784179688
