,Unnamed: 0,Timestamp,IMULgtAcceleration,IMULatAcceleration,IMUVerAcceleration,IMURollRate,IMUYawRate,northHeading,groundSpeed,targetSpeed,throttle,brake,steeringAngle_FL,steeringAngle_FR,SteeringWhlAngle,location_x,location_y
0,0,123.45637665112736,0.0001,0.0,9.81,1.69875e-07,-1.0425e-08,0.0003452669770922,7.000000000087909,7.0,0.3729967762971654,0.0,0.0,0.0,0.0,100.00031280517578,-842.337890625
1,1,123.55637665261747,0.0001,0.0,9.81,-3.9266e-08,-1.0454e-08,0.0003452669770922,7.00000007017838,7.0,0.3729967257600957,0.0,-0.0147195383906364,-0.0147174205631017,-0.0052020647874504,100.00025177001952,-843.037841796875
2,2,123.6563766541076,0.0001,0.0064,9.81,-0.000103323378,0.000500334892,0.0,7.000000148842706,7.0,0.3729966745784179,0.0,-0.0147195383906364,-0.0147174205631017,-0.0052020647874504,100.00017547607422,-843.7378540039062
3,3,123.7563766555977,0.0001,0.0014,9.81,-2.3753004e-05,0.000543750939,6.282840251922607,7.00000024528989,7.0,0.3729966097807343,0.0,-0.0147195383906364,-0.0147174205631017,-0.0052020647874504,100.00000762939452,-844.4378662109375
4,4,123.85637665708782,0.0001,0.0095,9.81,1.4136727e-05,0.000547540141,6.282840251922607,7.000000073118875,7.0,0.3729967384096659,0.0,0.0029438221827149,0.0029439069330692,0.0010404426254687,99.9999008178711,-845.1378784179688
5,5,123.95637665857794,0.0001,-0.0062,9.81,0.000143998055,-5.2544499e-05,6.282840251922607,7.000000235691543,7.0,0.3729966024421753,0.0,0.041198119521141,0.0412147119641304,0.0145625720844372,99.99996948242188,-845.837890625
6,6,124.05637666006804,0.0001,-0.0178,9.81,0.000310843025,-0.001405064249,0.0,7.000001261062791,7.0,0.3729958744572505,0.0,0.0568839125335216,0.0569155514240264,0.0201081615627842,100.00022888183594,-846.537841796875
7,7,124.15637666155816,0.0001,-0.02,9.81,0.000161392731,-0.00205606455,0.0003452669770922,7.000002500259083,7.0,0.3729950570515296,0.0,0.0578641109168529,0.0578968562185764,0.0204547226133001,100.00064849853516,-847.2378540039062
8,8,124.25637666304829,0.0001,-0.0163,9.81,-2.7742091e-05,-0.002146040788,0.0003452669770922,7.000004006748683,7.0,0.3729940422867158,0.0,0.0578641109168529,0.0578968562185764,0.0204547226133001,100.00122833251952,-847.9378662109375
9,9,124.3563766645384,0.0001,-0.0168,9.81,-8.4350759e-05,-0.002153930254,0.0005980199784971,7.000005885122681,7.0,0.3729927544862998,0.0,0.0588442981243133,0.0588781535625457,0.0208012801528127,100.00196838378906,-848.6378784179688
10,10,124.45637666602852,0.0001,-0.0161,9.81,-6.2353429e-05,-0.0021879985,0.0008457279764115,7.000008032804523,7.0,0.372991270257513,0.0,0.0588442981243133,0.0588781535625457,0.0208012801528127,100.00286102294922,-849.337890625
11,11,124.55637666751863,0.0001,-0.0161,9.81,-3.4020355e-05,-0.002190974075,0.0010358010185882,7.000010505116388,7.0,0.3729895337999444,0.0,0.0588442981243133,0.0588781535625457,0.0208012801528127,100.0038833618164,-850.037841796875
12,12,124.65637666900876,0.0001,-0.0136,9.81,-1.102749e-05,-0.002191238571,0.0012448779307305,7.000009023234079,7.0,0.3729906288608231,0.0,0.0588442981243133,0.0588781535625457,0.0208012801528127,100.00509643554688,-850.7378540039062
13,13,124.75637667049888,0.0001,-0.0186,9.81,9.43699e-07,-0.002191252774,0.0014648438664153,7.000005722614959,7.0,0.3729926709310577,0.0,0.0950978770852088,0.0951863452792167,0.0336207865161376,100.00659942626952,-851.4378662109375
