sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;ts;sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663764981;93871;1663764981;93895;1663764981;93823;0.3145;0.391;9.7495;1663764981093823;1663764981;85916;1663764981;85939;1663764981;85867;0.033203125
1663764981;193844;1663764981;193868;1663764981;193795;-0.0595;0.5015;9.962;1663764981193795;1663764981;185696;1663764981;185718;1663764981;185649;0.015625
1663764981;294067;1663764981;294101;1663764981;294021;0.1105;0.4845;9.6815;1663764981294021;1663764981;285941;1663764981;285964;1663764981;285894;0.0107421875
1663764981;393858;1663764981;393882;1663764981;393808;0.0935;0.4845;9.486;1663764981393808;1663764981;385923;1663764981;385946;1663764981;385874;0.001953125
1663764981;493910;1663764981;493939;1663764981;493844;0.0;0.459;9.5115;1663764981493844;1663764981;485700;1663764981;485725;1663764981;485650;-0.0009765625
1663764981;594078;1663764981;594108;1663764981;594028;-0.0085;0.5015;9.8855;1663764981594028;1663764981;585934;1663764981;585972;1663764981;585869;-0.0029296875
1663764981;693916;1663764981;693941;1663764981;693866;0.153;0.459;9.5455;1663764981693866;1663764981;685977;1663764981;686000;1663764981;685930;-0.0078125
1663764981;793887;1663764981;793911;1663764981;793839;0.1955;0.4165;9.571;1663764981793839;1663764981;785684;1663764981;785705;1663764981;785639;-0.013671875
1663764981;894074;1663764981;894098;1663764981;894030;-0.1785;0.4845;9.9195;1663764981894030;1663764981;885924;1663764981;885948;1663764981;885875;-0.0146484375
1663764981;993857;1663764981;993882;1663764981;993808;0.1785;0.5185;9.5285;1663764981993808;1663764981;985947;1663764981;985970;1663764981;985899;-0.0146484375
1663764982;93949;1663764982;93979;1663764982;93885;0.306;0.4165;9.724;1663764982093885;1663764982;85768;1663764982;85803;1663764982;85707;-0.01953125
1663764982;194104;1663764982;194128;1663764982;194055;0.1785;0.5015;9.7155;1663764982194055;1663764982;185955;1663764982;185978;1663764982;185908;-0.0244140625
1663764982;293880;1663764982;293916;1663764982;293823;0.0935;0.4335;9.8685;1663764982293823;1663764982;285972;1663764982;285995;1663764982;285926;-0.0263671875
1663764982;393877;1663764982;393901;1663764982;393828;0.2295;0.5185;9.571;1663764982393828;1663764982;385688;1663764982;385709;1663764982;385643;-0.05078125
1663764982;494113;1663764982;494137;1663764982;494064;0.0765;0.4845;9.571;1663764982494064;1663764982;486230;1663764982;486262;1663764982;486184;-0.0810546875
1663764982;593910;1663764982;593934;1663764982;593860;-0.3145;0.3995;9.8175;1663764982593860;1663764982;585958;1663764982;585981;1663764982;585911;-0.099609375
1663764982;693894;1663764982;693918;1663764982;693849;0.0425;0.4165;9.724;1663764982693849;1663764982;685710;1663764982;685742;1663764982;685663;-0.1328125
1663764982;794111;1663764982;794135;1663764982;794062;-0.1105;0.3655;9.8515;1663764982794062;1663764982;785934;1663764982;785957;1663764982;785886;-0.1943359375
1663764982;893920;1663764982;893945;1663764982;893871;-0.306;0.3485;9.4775;1663764982893871;1663764982;885975;1663764982;885998;1663764982;885928;-0.2734375
1663764982;993895;1663764982;993930;1663764982;993846;-0.3485;0.459;9.7155;1663764982993846;1663764982;985656;1663764982;985677;1663764982;985612;-0.3564453125
1663764983;94146;1663764983;94171;1663764983;94097;-0.4845;0.459;9.5455;1663764983094097;1663764983;85946;1663764983;85969;1663764983;85898;-0.4521484375
1663764983;193900;1663764983;193924;1663764983;193857;-0.7395;0.3485;9.571;1663764983193857;1663764983;185947;1663764983;185970;1663764983;185899;-0.5390625
1663764983;293974;1663764983;293997;1663764983;293925;-0.986;0.4335;9.6135;1663764983293925;1663764983;285811;1663764983;285835;1663764983;285756;-0.6142578125
1663764983;394129;1663764983;394153;1663764983;394081;-0.4675;0.391;9.7835;1663764983394081;1663764983;385958;1663764983;385981;1663764983;385911;-0.7099609375
