sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;ts;sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663765174;598981;1663765174;599005;1663765174;598932;0.5015;0.2465;9.6135;1663765174598932;1663765174;590913;1663765174;590940;1663765174;590859;0.1083984375
1663765174;699008;1663765174;699038;1663765174;698958;0.5185;0.459;9.3245;1663765174698958;1663765174;690776;1663765174;690799;1663765174;690721;0.0888671875
1663765174;799261;1663765174;799286;1663765174;799212;0.4335;0.4165;9.3245;1663765174799212;1663765174;790919;1663765174;790941;1663765174;790875;0.087890625
1663765174;898990;1663765174;899014;1663765174;898946;0.306;0.3995;9.3755;1663765174898946;1663765174;890946;1663765174;890968;1663765174;890901;0.0849609375
1663765174;999019;1663765174;999043;1663765174;998970;0.2465;-0.0255;9.4775;1663765174998970;1663765174;990761;1663765174;990783;1663765174;990717;0.072265625
1663765175;99269;1663765175;99293;1663765175;99221;0.1105;-0.0255;9.4605;1663765175099221;1663765175;90937;1663765175;90960;1663765175;90887;0.0595703125
1663765175;198996;1663765175;199020;1663765175;198947;0.1785;0.0085;9.6135;1663765175198947;1663765175;190926;1663765175;190947;1663765175;190881;0.0419921875
1663765175;299072;1663765175;299096;1663765175;299022;0.2465;0.0935;9.5455;1663765175299022;1663765175;290871;1663765175;290895;1663765175;290821;0.033203125
1663765175;399278;1663765175;399302;1663765175;399228;0.2295;-0.0085;9.5625;1663765175399228;1663765175;390933;1663765175;390954;1663765175;390884;0.029296875
1663765175;499034;1663765175;499058;1663765175;498985;0.1785;-0.0425;9.5115;1663765175498985;1663765175;490973;1663765175;490995;1663765175;490925;0.0078125
1663765175;599020;1663765175;599044;1663765175;598970;0.0425;0.0935;9.571;1663765175598970;1663765175;590765;1663765175;590786;1663765175;590721;-0.0947265625
1663765175;699283;1663765175;699307;1663765175;699233;-0.6205;-0.0255;9.4775;1663765175699233;1663765175;690901;1663765175;690923;1663765175;690857;-0.318359375
1663765175;798990;1663765175;799014;1663765175;798940;-1.241;-0.0425;9.095;1663765175798940;1663765175;790932;1663765175;790954;1663765175;790884;-0.6103515625
1663765175;899027;1663765175;899052;1663765175;898978;-2.2525;-0.0595;9.418;1663765175898978;1663765175;890760;1663765175;890781;1663765175;890714;-0.9404296875
1663765175;999043;1663765175;999068;1663765175;998994;-3.417;-0.2125;9.486;1663765175998994;1663765175;990941;1663765175;990977;1663765175;990880;-1.296875
1663765176;99096;1663765176;99120;1663765176;99048;-4.046;-0.2635;10.3275;1663765176099048;1663765176;90953;1663765176;90978;1663765176;90897;-1.5419921875
1663765176;199016;1663765176;199040;1663765176;198967;-4.5305;-0.153;10.812;1663765176198967;1663765176;190809;1663765176;190831;1663765176;190760;-1.578125
1663765176;299291;1663765176;299315;1663765176;299242;-4.743;-0.1785;9.809;1663765176299242;1663765176;290951;1663765176;290974;1663765176;290903;-1.5322265625
1663765176;398990;1663765176;399015;1663765176;398941;-4.505;-0.1105;10.2425;1663765176398941;1663765176;390962;1663765176;390995;1663765176;390909;-1.3984375
1663765176;499091;1663765176;499126;1663765176;499039;-3.825;-0.0935;9.8175;1663765176499039;1663765176;490885;1663765176;490906;1663765176;490841;-1.126953125
