sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;ts;sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663765149;97895;1663765149;97919;1663765149;97846;0.0085;0.0765;9.6645;1663765149097846;1663765149;90292;1663765149;90313;1663765149;90246;-0.03125
1663765149;198344;1663765149;198374;1663765149;198280;0.0255;0.0425;9.6815;1663765149198280;1663765149;190115;1663765149;190137;1663765149;190070;-0.03125
1663765149;298403;1663765149;298427;1663765149;298354;0.0425;0.0;9.7665;1663765149298354;1663765149;290294;1663765149;290316;1663765149;290249;-0.029296875
1663765149;397892;1663765149;397916;1663765149;397842;0.0255;0.0;9.5115;1663765149397842;1663765149;390303;1663765149;390324;1663765149;390259;-0.0263671875
1663765149;498366;1663765149;498396;1663765149;498302;0.0595;0.0595;9.6985;1663765149498302;1663765149;490098;1663765149;490120;1663765149;490052;-0.025390625
1663765149;598409;1663765149;598434;1663765149;598361;0.0425;0.2805;9.7835;1663765149598361;1663765149;590317;1663765149;590338;1663765149;590272;-0.021484375
1663765149;697932;1663765149;697956;1663765149;697883;0.0935;0.5525;9.8685;1663765149697883;1663765149;690326;1663765149;690347;1663765149;690280;-0.021484375
1663765149;798315;1663765149;798339;1663765149;798266;0.0935;0.544;9.8175;1663765149798266;1663765149;790121;1663765149;790143;1663765149;790072;-0.021484375
1663765149;898407;1663765149;898431;1663765149;898358;0.2295;0.4165;9.6815;1663765149898358;1663765149;890277;1663765149;890299;1663765149;890233;-0.0263671875
1663765149;997905;1663765149;997929;1663765149;997855;-0.1105;0.2125;9.6135;1663765149997855;1663765149;990320;1663765149;990342;1663765149;990272;-0.1005859375
1663765150;98377;1663765150;98401;1663765150;98327;-0.459;-0.0425;9.7665;1663765150098327;1663765150;90182;1663765150;90204;1663765150;90133;-0.3134765625
1663765150;198416;1663765150;198439;1663765150;198367;-1.547;-0.0935;9.5455;1663765150198367;1663765150;190282;1663765150;190304;1663765150;190238;-0.6455078125
1663765150;297904;1663765150;297928;1663765150;297855;-2.516;-0.2125;9.6645;1663765150297855;1663765150;290329;1663765150;290351;1663765150;290280;-1.0048828125
1663765150;398335;1663765150;398360;1663765150;398285;-3.655;-0.2295;9.5285;1663765150398285;1663765150;390130;1663765150;390153;1663765150;390074;-1.337890625
1663765150;498427;1663765150;498451;1663765150;498379;-4.267;-0.391;9.5965;1663765150498379;1663765150;490333;1663765150;490355;1663765150;490289;-1.509765625
1663765150;597930;1663765150;597955;1663765150;597881;-4.5475;-0.459;9.6985;1663765150597881;1663765150;590322;1663765150;590357;1663765150;590271;-1.4765625
1663765150;698352;1663765150;698377;1663765150;698303;-4.216;-0.2805;9.4775;1663765150698303;1663765150;690123;1663765150;690145;1663765150;690079;-1.28125
1663765150;798440;1663765150;798464;1663765150;798392;-3.264;-0.3315;9.5625;1663765150798392;1663765150;790305;1663765150;790327;1663765150;790260;-0.951171875
1663765150;897955;1663765150;897979;1663765150;897906;-1.921;-0.2295;9.571;1663765150897906;1663765150;890324;1663765150;890345;1663765150;890280;-0.486328125
1663765150;998374;1663765150;998398;1663765150;998324;-0.4675;-0.2635;9.6985;1663765150998324;1663765150;990111;1663765150;990133;1663765150;990066;-0.0166015625
1663765151;98440;1663765151;98464;1663765151;98391;1.1135;-0.3655;9.809;1663765151098391;1663765151;90295;1663765151;90318;1663765151;90249;0.4501953125
1663765151;197930;1663765151;197957;1663765151;197872;2.55;-0.3995;9.6815;1663765151197872;1663765151;190348;1663765151;190370;1663765151;190304;0.884765625
1663765151;298450;1663765151;298474;1663765151;298401;3.366;-0.4335;9.5285;1663765151298401;1663765151;290234;1663765151;290255;1663765151;290188;1.24609375
1663765151;398452;1663765151;398476;1663765151;398403;4.3265;-0.544;9.3245;1663765151398403;1663765151;390326;1663765151;390347;1663765151;390282;1.48046875
1663765151;497961;1663765151;497985;1663765151;497913;4.352;-0.4165;9.112;1663765151497913;1663765151;490370;1663765151;490391;1663765151;490321;1.57421875
1663765151;598357;1663765151;598380;1663765151;598306;4.7005;-0.4165;9.2565;1663765151598306;1663765151;590120;1663765151;590142;1663765151;590076;1.5576171875
