sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration
1663764791;99711;1663764791;99735;1663764791;99662;-2.159;-0.8925;9.571
1663764791;199396;1663764791;199419;1663764791;199346;-2.38;-1.0455;9.7155
1663764791;299756;1663764791;299780;1663764791;299702;-2.448;-1.1135;9.9195
1663764791;399715;1663764791;399740;1663764791;399666;-2.754;-1.1815;10.1235
1663764791;499369;1663764791;499393;1663764791;499319;-2.159;-1.088;9.5965
1663764791;599755;1663764791;599779;1663764791;599701;-2.0145;-0.8925;9.3755
1663764791;699715;1663764791;699738;1663764791;699666;-1.938;-0.8585;9.2395
1663764791;799376;1663764791;799400;1663764791;799325;-1.768;-0.8075;9.3245
1663764791;899783;1663764791;899806;1663764791;899727;-1.989;-0.918;9.5965
1663764791;999711;1663764791;999734;1663764791;999659;-2.38;-1.139;9.8345
1663764792;99422;1663764792;99447;1663764792;99373;-2.4055;-1.309;9.7665
1663764792;199779;1663764792;199803;1663764792;199728;-2.516;-1.258;9.7495
1663764792;299731;1663764792;299755;1663764792;299682;-2.3205;-1.241;9.571
1663764792;399412;1663764792;399436;1663764792;399362;-2.346;-1.564;9.5625
1663764792;499802;1663764792;499832;1663764792;499745;-2.074;-1.292;9.4605
1663764792;599753;1663764792;599777;1663764792;599703;-2.0145;-1.156;9.3925
1663764792;699414;1663764792;699438;1663764792;699365;-1.7935;-1.0455;9.5625
1663764792;799847;1663764792;799871;1663764792;799798;-1.836;-0.9435;9.809
1663764792;899739;1663764792;899763;1663764792;899684;-1.6405;-1.0285;9.5965
1663764792;999420;1663764792;999445;1663764792;999371;-1.5725;-1.02;9.5965
1663764793;99617;1663764793;99679;1663764793;99559;-1.6235;-0.9605;9.6645
1663764793;199757;1663764793;199781;1663764793;199708;-1.5725;-0.918;9.639
1663764793;299433;1663764793;299457;1663764793;299377;-1.547;-0.85;9.6135
