sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMURollRate;IMUYawRate
1663764965;14388;1663764965;14409;1663764965;14344;-0.00146484375;0.01904296875
1663764965;34416;1663764965;34440;1663764965;34357;0;0.017333984375
1663764965;54453;1663764965;54474;1663764965;54407;0.000732421875;0.017333984375
1663764965;74551;1663764965;74573;1663764965;74506;0.00146484375;0.02001953125
1663764965;94373;1663764965;94395;1663764965;94325;-0.00244140625;0.016357421875
1663764965;114413;1663764965;114435;1663764965;114364;0.00146484375;0.02001953125
1663764965;134200;1663764965;134222;1663764965;134152;0.00146484375;0.017333984375
1663764965;154480;1663764965;154501;1663764965;154436;0.000732421875;0.015625
1663764965;174588;1663764965;174610;1663764965;174544;0;0.015625
1663764965;194105;1663764965;194126;1663764965;194061;0.00146484375;0.017333984375
1663764965;214251;1663764965;214273;1663764965;214207;0.00146484375;0.01806640625
1663764965;234404;1663764965;234426;1663764965;234356;-0.000732421875;0.020751953125
1663764965;254400;1663764965;254423;1663764965;254352;-0.000732421875;0.017333984375
1663764965;274383;1663764965;274406;1663764965;274335;-0.00146484375;0.017333984375
1663764965;294175;1663764965;294196;1663764965;294131;-0.000732421875;0.015625
1663764965;314377;1663764965;314399;1663764965;314333;0.000732421875;0.016357421875
1663764965;334437;1663764965;334458;1663764965;334393;0;0.01806640625
1663764965;354211;1663764965;354235;1663764965;354165;-0.00146484375;0.017333984375
1663764965;374634;1663764965;374656;1663764965;374589;0;0.01806640625
1663764965;394356;1663764965;394377;1663764965;394312;-0.00146484375;0.0146484375
1663764965;414430;1663764965;414452;1663764965;414382;0.000732421875;0.017333984375
1663764965;434149;1663764965;434171;1663764965;434104;-0.00146484375;0.016357421875
1663764965;454506;1663764965;454528;1663764965;454462;0.000732421875;0.017333984375
1663764965;474615;1663764965;474637;1663764965;474567;-0.00146484375;0.01806640625
1663764965;494130;1663764965;494152;1663764965;494087;-0.000732421875;0.013671875
1663764965;514169;1663764965;514191;1663764965;514125;0.000732421875;0.0146484375
1663764965;534418;1663764965;534440;1663764965;534374;-0.000732421875;0.017333984375
1663764965;554409;1663764965;554430;1663764965;554365;0.00146484375;0.0146484375
1663764965;574383;1663764965;574404;1663764965;574339;-0.000732421875;0.017333984375
1663764965;594147;1663764965;594170;1663764965;594098;-0.00146484375;0.016357421875
1663764965;614406;1663764965;614428;1663764965;614361;0.00146484375;0.01806640625
1663764965;634444;1663764965;634466;1663764965;634397;0;0.0146484375
1663764965;654216;1663764965;654238;1663764965;654172;0.000732421875;0.016357421875
1663764965;674586;1663764965;674609;1663764965;674537;-0.000732421875;0.01904296875
1663764965;694396;1663764965;694417;1663764965;694351;0.00146484375;0.016357421875
1663764965;714425;1663764965;714447;1663764965;714381;0;0.01806640625
1663764965;734196;1663764965;734221;1663764965;734144;0.000732421875;0.016357421875
1663764965;754438;1663764965;754461;1663764965;754390;0.00146484375;0.01806640625
