sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMURollRate;IMUYawRate
1663765133;18688;1663765133;18710;1663765133;18644;0.012939453125;0.015625
1663765133;38727;1663765133;38748;1663765133;38682;0.013671875;0.01123046875
1663765133;58284;1663765133;58307;1663765133;58232;0.015625;0.0146484375
1663765133;78835;1663765133;78859;1663765133;78790;0.01025390625;0.011962890625
1663765133;98706;1663765133;98728;1663765133;98659;0.013671875;0.01123046875
1663765133;118489;1663765133;118512;1663765133;118443;0.008544921875;0.009521484375
1663765133;138477;1663765133;138499;1663765133;138428;0.008544921875;0.009521484375
1663765133;158689;1663765133;158713;1663765133;158640;0.01123046875;0.008544921875
1663765133;178924;1663765133;178946;1663765133;178876;0.017333984375;0.008544921875
1663765133;198155;1663765133;198178;1663765133;198110;0.0234375;0.005859375
1663765133;218221;1663765133;218242;1663765133;218177;0.02001953125;0.008544921875
1663765133;238722;1663765133;238744;1663765133;238673;0.011962890625;0.01025390625
1663765133;258716;1663765133;258738;1663765133;258667;0.017333984375;0.0068359375
1663765133;278654;1663765133;278676;1663765133;278607;0.01123046875;0.007568359375
1663765133;298184;1663765133;298207;1663765133;298136;0.004150390625;0.0068359375
1663765133;318716;1663765133;318738;1663765133;318668;0.004150390625;0.005859375
1663765133;338746;1663765133;338768;1663765133;338698;0.000732421875;0.005859375
1663765133;358277;1663765133;358299;1663765133;358229;0.000732421875;0.000732421875
1663765133;378858;1663765133;378880;1663765133;378810;0;0.00146484375
1663765133;398725;1663765133;398747;1663765133;398677;-0.00244140625;-0.000732421875
1663765133;418519;1663765133;418541;1663765133;418472;-0.00244140625;0
1663765133;438223;1663765133;438244;1663765133;438178;-0.00244140625;-0.00146484375
1663765133;458822;1663765133;458843;1663765133;458778;-0.00244140625;0.00146484375
1663765133;478899;1663765133;478920;1663765133;478855;-0.008544921875;0
1663765133;498177;1663765133;498199;1663765133;498133;-0.0068359375;-0.003173828125
1663765133;518191;1663765133;518213;1663765133;518141;-0.01123046875;-0.003173828125
1663765133;538731;1663765133;538753;1663765133;538684;-0.004150390625;-0.005859375
1663765133;558725;1663765133;558747;1663765133;558678;-0.00244140625;-0.0068359375
1663765133;578668;1663765133;578689;1663765133;578624;-0.01025390625;-0.009521484375
1663765133;598163;1663765133;598184;1663765133;598118;-0.000732421875;-0.011962890625
1663765133;618711;1663765133;618733;1663765133;618667;-0.003173828125;-0.015625
1663765133;638776;1663765133;638798;1663765133;638728;0;-0.01904296875
1663765133;658254;1663765133;658275;1663765133;658209;0.00244140625;-0.024169921875
1663765133;678843;1663765133;678883;1663765133;678794;0.00244140625;-0.032958984375
1663765133;698708;1663765133;698731;1663765133;698658;-0.00244140625;-0.0390625
1663765133;718505;1663765133;718527;1663765133;718457;-0.00146484375;-0.0390625
1663765133;738254;1663765133;738276;1663765133;738206;-0.005126953125;-0.0478515625
1663765133;758782;1663765133;758804;1663765133;758734;-0.0146484375;-0.0556640625
1663765133;778922;1663765133;778945;1663765133;778874;-0.021728515625;-0.061767578125
1663765133;798144;1663765133;798165;1663765133;798099;-0.021728515625;-0.06689453125
1663765133;818208;1663765133;818230;1663765133;818164;-0.026123046875;-0.07666015625
1663765133;838707;1663765133;838729;1663765133;838658;-0.024169921875;-0.08447265625
1663765133;858711;1663765133;858734;1663765133;858663;-0.029541015625;-0.094970703125
1663765133;878661;1663765133;878683;1663765133;878613;-0.029541015625;-0.10473632812
1663765133;898191;1663765133;898212;1663765133;898147;-0.037353515625;-0.1123046875
1663765133;918713;1663765133;918737;1663765133;918662;-0.036376953125;-0.12036132812
1663765133;938740;1663765133;938764;1663765133;938684;-0.04248046875;-0.13427734375
1663765133;958272;1663765133;958294;1663765133;958222;-0.0390625;-0.14038085938
1663765133;978835;1663765133;978859;1663765133;978790;-0.0400390625;-0.1552734375
1663765133;998692;1663765133;998715;1663765133;998644;-0.04248046875;-0.16381835938
1663765134;18502;1663765134;18524;1663765134;18447;-0.04345703125;-0.17456054688
1663765134;38223;1663765134;38245;1663765134;38179;-0.0390625;-0.18310546875
1663765134;58795;1663765134;58817;1663765134;58747;-0.032958984375;-0.19970703125
1663765134;78953;1663765134;78974;1663765134;78908;-0.033935546875;-0.20849609375
1663765134;98201;1663765134;98223;1663765134;98153;-0.03125;-0.2197265625
1663765134;118209;1663765134;118231;1663765134;118160;-0.027587890625;-0.22509765625
1663765134;138724;1663765134;138746;1663765134;138675;-0.029541015625;-0.23901367188
1663765134;158727;1663765134;158749;1663765134;158679;-0.02685546875;-0.251953125
1663765134;178673;1663765134;178694;1663765134;178628;-0.02685546875;-0.25634765625
1663765134;198215;1663765134;198237;1663765134;198166;-0.0234375;-0.26440429688
1663765134;218740;1663765134;218762;1663765134;218696;-0.016357421875;-0.2763671875
1663765134;238784;1663765134;238808;1663765134;238724;-0.011962890625;-0.28002929688
1663765134;258303;1663765134;258325;1663765134;258259;-0.0068359375;-0.29052734375
1663765134;278822;1663765134;278845;1663765134;278778;-0.00146484375;-0.30346679688
1663765134;298725;1663765134;298747;1663765134;298676;-0.00244140625;-0.310546875
1663765134;318520;1663765134;318542;1663765134;318472;0.00146484375;-0.32373046875
1663765134;338268;1663765134;338290;1663765134;338220;-0.000732421875;-0.33422851562
1663765134;358818;1663765134;358840;1663765134;358774;0;-0.34619140625
1663765134;378967;1663765134;378989;1663765134;378922;-0.00146484375;-0.35424804688
1663765134;398186;1663765134;398208;1663765134;398138;-0.00244140625;-0.36474609375
1663765134;418226;1663765134;418248;1663765134;418178;0.00146484375;-0.37426757812
1663765134;438733;1663765134;438755;1663765134;438685;0.004150390625;-0.38208007812
1663765134;458755;1663765134;458777;1663765134;458706;0.00146484375;-0.39086914062
1663765134;478649;1663765134;478670;1663765134;478604;0.00244140625;-0.400390625
1663765134;498247;1663765134;498269;1663765134;498199;0;-0.41015625
1663765134;518719;1663765134;518740;1663765134;518675;0;-0.41967773438
1663765134;538740;1663765134;538762;1663765134;538692;-0.005126953125;-0.43090820312
1663765134;558317;1663765134;558339;1663765134;558270;-0.0068359375;-0.4423828125
1663765134;578887;1663765134;578913;1663765134;578832;-0.008544921875;-0.45288085938
1663765134;598690;1663765134;598712;1663765134;598646;-0.01806640625;-0.4658203125
1663765134;618774;1663765134;618796;1663765134;618726;-0.01904296875;-0.47900390625
1663765134;638250;1663765134;638271;1663765134;638205;-0.020751953125;-0.49560546875
1663765134;658864;1663765134;658887;1663765134;658812;-0.026123046875;-0.51123046875
1663765134;678948;1663765134;678969;1663765134;678903;-0.027587890625;-0.52172851562
1663765134;698217;1663765134;698240;1663765134;698168;-0.029541015625;-0.53662109375
1663765134;718187;1663765134;718210;1663765134;718141;-0.031982421875;-0.55053710938
1663765134;738731;1663765134;738752;1663765134;738686;-0.03564453125;-0.56103515625
1663765134;758763;1663765134;758785;1663765134;758716;-0.036376953125;-0.57495117188
1663765134;778657;1663765134;778679;1663765134;778608;-0.0390625;-0.58911132812
1663765134;798206;1663765134;798228;1663765134;798162;-0.037353515625;-0.60034179688
1663765134;818715;1663765134;818738;1663765134;818668;-0.0380859375;-0.61083984375
1663765134;838763;1663765134;838785;1663765134;838715;-0.036376953125;-0.6240234375
1663765134;858309;1663765134;858331;1663765134;858260;-0.027587890625;-0.63696289062
1663765134;878856;1663765134;878878;1663765134;878812;-0.0234375;-0.64208984375
1663765134;898724;1663765134;898746;1663765134;898674;-0.015625;-0.65185546875
1663765134;918510;1663765134;918532;1663765134;918466;-0.01123046875;-0.65795898438
1663765134;938264;1663765134;938286;1663765134;938220;-0.00146484375;-0.66918945312
1663765134;958795;1663765134;958816;1663765134;958751;0.009521484375;-0.67358398438
1663765134;978965;1663765134;978987;1663765134;978917;0.017333984375;-0.67529296875
1663765134;998172;1663765134;998193;1663765134;998128;0.02685546875;-0.67456054688
1663765135;18232;1663765135;18256;1663765135;18185;0.033935546875;-0.67700195312
1663765135;38762;1663765135;38785;1663765135;38715;0.040771484375;-0.67529296875
1663765135;58745;1663765135;58767;1663765135;58702;0.053955078125;-0.67016601562
1663765135;78684;1663765135;78706;1663765135;78640;0.058349609375;-0.66845703125
1663765135;98207;1663765135;98231;1663765135;98159;0.066162109375;-0.66479492188
1663765135;118742;1663765135;118767;1663765135;118688;0.06787109375;-0.65258789062
1663765135;138762;1663765135;138785;1663765135;138716;0.06982421875;-0.64916992188
1663765135;158296;1663765135;158318;1663765135;158239;0.06689453125;-0.6474609375
1663765135;178863;1663765135;178887;1663765135;178815;0.0634765625;-0.64038085938
1663765135;198728;1663765135;198750;1663765135;198679;0.057373046875;-0.63598632812
1663765135;218543;1663765135;218565;1663765135;218495;0.048583984375;-0.63598632812
1663765135;238282;1663765135;238304;1663765135;238234;0.046142578125;-0.63696289062
1663765135;258820;1663765135;258841;1663765135;258775;0.0400390625;-0.63427734375
1663765135;278960;1663765135;278982;1663765135;278915;0.029541015625;-0.63793945312
1663765135;298233;1663765135;298255;1663765135;298185;0.021728515625;-0.64135742188
1663765135;318237;1663765135;318259;1663765135;318189;0.012939453125;-0.64135742188
1663765135;338762;1663765135;338785;1663765135;338713;0.004150390625;-0.64208984375
1663765135;358729;1663765135;358751;1663765135;358685;-0.005859375;-0.646484375
1663765135;378749;1663765135;378771;1663765135;378702;-0.012939453125;-0.64208984375
1663765135;398203;1663765135;398225;1663765135;398159;-0.01123046875;-0.64306640625
1663765135;418732;1663765135;418753;1663765135;418688;-0.011962890625;-0.64135742188
1663765135;438774;1663765135;438796;1663765135;438730;-0.012939453125;-0.64208984375
1663765135;458333;1663765135;458355;1663765135;458289;-0.017333984375;-0.638671875
1663765135;478859;1663765135;478880;1663765135;478815;-0.020751953125;-0.63525390625
1663765135;498744;1663765135;498766;1663765135;498697;-0.020751953125;-0.63525390625
1663765135;518514;1663765135;518536;1663765135;518470;-0.025146484375;-0.62915039062
1663765135;538300;1663765135;538322;1663765135;538251;-0.028564453125;-0.62841796875
1663765135;558846;1663765135;558868;1663765135;558797;-0.02685546875;-0.623046875
1663765135;578987;1663765135;579009;1663765135;578938;-0.026123046875;-0.6240234375
1663765135;598229;1663765135;598251;1663765135;598181;-0.029541015625;-0.62036132812
1663765135;618271;1663765135;618293;1663765135;618222;-0.026123046875;-0.62036132812
1663765135;638785;1663765135;638807;1663765135;638738;-0.02001953125;-0.61865234375
1663765135;658770;1663765135;658791;1663765135;658721;-0.015625;-0.6220703125
1663765135;678697;1663765135;678719;1663765135;678649;-0.012939453125;-0.62036132812
1663765135;698257;1663765135;698278;1663765135;698213;-0.0146484375;-0.61596679688
1663765135;718793;1663765135;718815;1663765135;718745;-0.003173828125;-0.6142578125
1663765135;738810;1663765135;738832;1663765135;738766;-0.000732421875;-0.61083984375
1663765135;758348;1663765135;758370;1663765135;758301;0.004150390625;-0.61157226562
1663765135;778887;1663765135;778927;1663765135;778842;0.011962890625;-0.615234375
