sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;ts;sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663764776;89355;1663764776;89380;1663764776;89307;0.2125;0.459;9.724;1663764776089307;1663764776;81010;1663764776;81032;1663764776;80961;0.0615234375
1663764776;188956;1663764776;188980;1663764776;188907;0.1785;0.5015;9.6135;1663764776188907;1663764776;180770;1663764776;180791;1663764776;180726;0.0654296875
1663764776;288960;1663764776;288984;1663764776;288910;0.3145;0.4335;9.639;1663764776288910;1663764776;280597;1663764776;280619;1663764776;280553;0.0654296875
1663764776;389358;1663764776;389383;1663764776;389309;0.1785;0.459;9.6815;1663764776389309;1663764776;381031;1663764776;381053;1663764776;380971;0.0712890625
1663764776;488992;1663764776;489016;1663764776;488942;0.1785;0.4165;9.9025;1663764776488942;1663764776;480791;1663764776;480812;1663764776;480746;0.0751953125
1663764776;588999;1663764776;589029;1663764776;588936;0.2465;0.2465;9.6135;1663764776588936;1663764776;580628;1663764776;580651;1663764776;580581;0.076171875
1663764776;689363;1663764776;689387;1663764776;689314;0.306;0.5015;9.5625;1663764776689314;1663764776;681018;1663764776;681040;1663764776;680969;0.0791015625
1663764776;788982;1663764776;789006;1663764776;788933;0.0425;0.3995;9.724;1663764776788933;1663764776;780789;1663764776;780812;1663764776;780743;0.0810546875
1663764776;889000;1663764776;889024;1663764776;888951;0.3145;0.4165;9.5625;1663764776888951;1663764776;880658;1663764776;880680;1663764776;880610;0.08203125
1663764776;989373;1663764776;989400;1663764776;989324;0.3655;0.4165;9.486;1663764776989324;1663764776;981028;1663764776;981049;1663764776;980983;0.08203125
1663764777;88967;1663764777;88991;1663764777;88918;0.0935;0.391;9.7495;1663764777088918;1663764777;80823;1663764777;80845;1663764777;80776;0.0849609375
1663764777;188997;1663764777;189021;1663764777;188947;-0.0085;0.3145;9.8345;1663764777188947;1663764777;180640;1663764777;180661;1663764777;180592;0.11328125
1663764777;289376;1663764777;289399;1663764777;289326;0.6375;0.3655;9.9195;1663764777289326;1663764777;281036;1663764777;281057;1663764777;280992;0.2548828125
1663764777;388973;1663764777;388998;1663764777;388924;0.833;0.3655;9.7835;1663764777388924;1663764777;380795;1663764777;380816;1663764777;380751;0.521484375
1663764777;489005;1663764777;489030;1663764777;488955;0.986;0.4165;9.5965;1663764777488955;1663764777;480621;1663764777;480643;1663764777;480568;0.81640625
1663764777;589391;1663764777;589416;1663764777;589339;1.598;0.3145;9.6815;1663764777589339;1663764777;581007;1663764777;581031;1663764777;580959;1.1005859375
1663764777;689024;1663764777;689049;1663764777;688975;2.1675;0.3145;9.5285;1663764777688975;1663764777;680804;1663764777;680825;1663764777;680760;1.3720703125
1663764777;789007;1663764777;789031;1663764777;788958;2.193;0.391;9.5965;1663764777788958;1663764777;780635;1663764777;780656;1663764777;780589;1.603515625
1663764777;889391;1663764777;889415;1663764777;889342;2.193;0.306;9.5285;1663764777889342;1663764777;881046;1663764777;881068;1663764777;880997;1.7490234375
1663764777;988982;1663764777;989006;1663764777;988934;2.601;0.3145;9.9025;1663764777988934;1663764777;980815;1663764777;980836;1663764777;980771;1.7861328125
1663764778;89053;1663764778;89083;1663764778;88989;2.21;0.3145;9.3755;1663764778088989;1663764778;80658;1663764778;80680;1663764778;80613;1.7529296875
1663764778;189392;1663764778;189416;1663764778;189343;1.768;0.5525;9.2565;1663764778189343;1663764778;181048;1663764778;181069;1663764778;181004;1.642578125
