sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;ts;sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1663764895;591723;1663764895;591749;1663764895;591673;0.0425;-0.0595;9.5455;1663764895591673;1663764895;583661;1663764895;583682;1663764895;583613;0.0283203125
1663764895;691719;1663764895;691743;1663764895;691669;-0.0595;0.0;9.2395;1663764895691669;1663764895;683463;1663764895;683485;1663764895;683418;0.0283203125
1663764895;791982;1663764895;792006;1663764895;791933;0.1105;0.153;9.4095;1663764895791933;1663764895;783892;1663764895;783916;1663764895;783844;0.0146484375
1663764895;891747;1663764895;891770;1663764895;891698;-0.0935;0.1275;9.3075;1663764895891698;1663764895;883655;1663764895;883677;1663764895;883611;0.0126953125
1663764895;991784;1663764895;991814;1663764895;991721;0.1105;0.1615;9.5115;1663764895991721;1663764895;983419;1663764895;983441;1663764895;983373;0.01171875
1663764896;91989;1663764896;92014;1663764896;91941;0.0255;0.1615;9.724;1663764896091941;1663764896;83874;1663764896;83897;1663764896;83827;0.01171875
1663764896;191753;1663764896;191776;1663764896;191704;0.0595;0.1785;9.8345;1663764896191704;1663764896;183653;1663764896;183677;1663764896;183606;0.01171875
1663764896;291785;1663764896;291815;1663764896;291722;-0.0425;0.2635;9.5625;1663764896291722;1663764896;283511;1663764896;283532;1663764896;283466;0.0126953125
1663764896;391995;1663764896;392019;1663764896;391946;0.0425;0.3485;9.5455;1663764896391946;1663764896;383884;1663764896;383907;1663764896;383834;0.01953125
1663764896;491750;1663764896;491775;1663764896;491700;0.0255;0.3145;9.724;1663764896491700;1663764896;483667;1663764896;483690;1663764896;483622;0.021484375
1663764896;591722;1663764896;591747;1663764896;591670;0.0255;0.3995;9.724;1663764896591670;1663764896;583520;1663764896;583542;1663764896;583475;0.0234375
1663764896;692017;1663764896;692041;1663764896;691968;0.0595;0.306;9.5965;1663764896691968;1663764896;683895;1663764896;683916;1663764896;683849;0.0380859375
1663764896;791759;1663764896;791783;1663764896;791710;0.153;-0.0935;9.7495;1663764896791710;1663764896;783673;1663764896;783695;1663764896;783628;0.0830078125
1663764896;891794;1663764896;891823;1663764896;891731;0.459;-0.0765;9.6135;1663764896891731;1663764896;883562;1663764896;883585;1663764896;883513;0.1669921875
1663764896;992011;1663764896;992035;1663764896;991961;0.5865;-0.0595;9.7495;1663764896991961;1663764896;983896;1663764896;983918;1663764896;983847;0.26953125
1663764897;91778;1663764897;91802;1663764897;91729;1.0285;-0.0935;9.7835;1663764897091729;1663764897;83665;1663764897;83687;1663764897;83621;0.3671875
1663764897;191761;1663764897;191785;1663764897;191712;1.309;-0.0935;9.7835;1663764897191712;1663764897;183537;1663764897;183559;1663764897;183492;0.44921875
1663764897;292017;1663764897;292041;1663764897;291968;1.4875;-0.3315;9.724;1663764897291968;1663764897;283914;1663764897;283936;1663764897;283866;0.5068359375
1663764897;391771;1663764897;391796;1663764897;391723;1.53;-0.1785;10.0045;1663764897391723;1663764897;383707;1663764897;383734;1663764897;383652;0.525390625
1663764897;491816;1663764897;491845;1663764897;491752;1.666;-0.153;9.6645;1663764897491752;1663764897;483539;1663764897;483560;1663764897;483493;0.525390625
1663764897;592022;1663764897;592048;1663764897;591972;1.4025;-0.4165;10.2765;1663764897591972;1663764897;583921;1663764897;583942;1663764897;583876;0.5234375
1663764897;691777;1663764897;691801;1663764897;691728;0.9605;-0.1105;10.0555;1663764897691728;1663764897;683694;1663764897;683717;1663764897;683644;0.5224609375
1663764897;791776;1663764897;791800;1663764897;791727;1.768;-0.0765;9.0695;1663764897791727;1663764897;783511;1663764897;783533;1663764897;783463;0.515625
1663764897;892025;1663764897;892049;1663764897;891976;1.292;-0.2295;9.6645;1663764897891976;1663764897;883931;1663764897;883953;1663764897;883884;0.50390625
1663764897;991750;1663764897;991774;1663764897;991701;1.4195;-0.2295;9.9195;1663764897991701;1663764897;983725;1663764897;983747;1663764897;983677;0.49609375
1663764898;91793;1663764898;91826;1663764898;91742;1.4025;-0.3655;9.6645;1663764898091742;1663764898;83580;1663764898;83601;1663764898;83535;0.4716796875
1663764898;192033;1663764898;192057;1663764898;191984;1.309;-0.3145;9.6645;1663764898191984;1663764898;183916;1663764898;183939;1663764898;183866;0.41015625
1663764898;291790;1663764898;291814;1663764898;291742;1.0285;-0.2635;9.6305;1663764898291742;1663764898;283701;1663764898;283722;1663764898;283657;0.3017578125
1663764898;391815;1663764898;391845;1663764898;391764;0.459;-0.2805;9.5115;1663764898391764;1663764898;383540;1663764898;383562;1663764898;383494;0.1787109375
1663764898;492013;1663764898;492036;1663764898;491969;0.2295;-0.2805;9.3925;1663764898491969;1663764898;483941;1663764898;483962;1663764898;483897;0.0703125
1663764898;591805;1663764898;591830;1663764898;591757;-0.1105;-0.2805;9.4095;1663764898591757;1663764898;583715;1663764898;583737;1663764898;583671;0.0009765625
1663764898;691772;1663764898;691796;1663764898;691725;-0.3315;-0.2635;9.333;1663764898691725;1663764898;683541;1663764898;683562;1663764898;683495;-0.064453125
1663764898;792051;1663764898;792088;1663764898;792002;-0.5185;-0.306;9.6135;1663764898792002;1663764898;783923;1663764898;783946;1663764898;783874;-0.13671875
1663764898;891830;1663764898;891855;1663764898;891781;-0.6545;-0.3485;9.6305;1663764898891781;1663764898;883750;1663764898;883772;1663764898;883704;-0.21484375
1663764898;991829;1663764898;991858;1663764898;991764;-0.697;-0.3145;9.6985;1663764898991764;1663764898;983561;1663764898;983582;1663764898;983515;-0.2900390625
1663764899;92068;1663764899;92093;1663764899;92019;-1.1135;-0.306;9.5285;1663764899092019;1663764899;83940;1663764899;83961;1663764899;83895;-0.3603515625
